Date,Position,Track,Artists,Streams
2020-08-05,120,Eso Que Tú Me Das,Jarabe De Palo,52820
2020-08-05,121,Indeciso,"Reik, J Balvin, Lalo Ebratt",52526
2020-08-05,122,Muévelo,"Nicky Jam, Daddy Yankee",52522
2020-08-05,123,Aún me amas,Beret,52242
2020-08-05,124,Como Si Fueras a Morir Mañana,Leiva,52116
2020-08-05,125,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",Super Yei,51706
2020-08-05,126,Ponte Pa' Mi,"Rauw Alejandro, Myke Towers, Sky Rompiendo",51585
2020-08-05,127,Rain On Me (with Ariana Grande),Lady Gaga,51437
2020-08-05,128,Loco,Beéle,51347
2020-08-05,129,Cucu,"Lennis Rodriguez, Juan Magán",51311
2020-08-05,130,Contando Lunares (feat. Cruz Cafuné),Don Patricio,51052
2020-08-05,131,Rutina,Myke Towers,50607
2020-08-05,132,death bed (coffee for your head),"Powfu, beabadoobee",50593
2020-08-05,133,Por Mi Reggae Muero 2020,"Yandel, Anuel AA",50006
2020-08-05,134,Perdío,"Lérica, Maikel Delacalle",49936
2020-08-05,135,A Correr los Lakers (Remix),"El Alfa, Nicky Jam, Ozuna, Arcangel, Secreto ""El Famoso Biberon""",48947
2020-08-05,136,Relaciones,Lunay,48729
2020-08-05,137,Soldadito de Hierro,Nil Moliner,48542
2020-08-05,138,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",48510
2020-08-05,139,De Tranquilote,"Danny Romero, Lérica",48329
2020-08-05,140,Si Me Dices Que Sí,"Reik, Farruko, Camilo",47198
2020-08-05,141,Soldadito marinero,Fito y Fitipaldis,47163
2020-08-05,142,Atrevido,"Trueno, Taiu, ONIRIA, TATOOL",46479
2020-08-05,143,La flaca,Jarabe De Palo,45655
2020-08-05,144,Presiento,"Morat, Aitana",45479
2020-08-05,145,"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",45472
2020-08-05,146,Diablo en Mujer,"Yandel, Myke Towers, Natti Natasha, Darell",45460
2020-08-05,147,Roses - Imanbek Remix [Latino Gang],"SAINt JHN, J Balvin",45268
2020-08-05,148,Me Provocas,"Dynoro, Fumaratto",45180
2020-08-05,149,Some Say,Nea,44962
2020-08-05,150,A Dónde Vamos,Morat,44754
2020-08-05,151,Break My Heart,Dua Lipa,44738
2020-08-05,152,Loco - Remix,"Farruko, Beéle, Natti Natasha, Manuel Turizo",44632
2020-08-05,153,Princesas,Pereza,44041
2020-08-05,154,Me Equivocaré,Antonio José,43857
2020-08-05,155,Fantasias,"Rauw Alejandro, Farruko",43848
2020-08-05,156,Calma - Remix,"Pedro Capó, Farruko",43731
2020-08-05,157,Bobo,Morad,43645
2020-08-05,158,Sigues Con El - Remix,"Arcangel, Sech, Romeo Santos",42983
2020-08-05,159,Gris,J Balvin,42941
2020-08-05,160,4K,"El Alfa, Darell, Noriel",42515
2020-08-05,161,El Fin del Mundo,"La La Love You, Axolotes Mexicanos",42497
2020-08-05,162,Ignorantes,"Bad Bunny, Sech",42271
2020-08-05,163,Tutu,"Camilo, Pedro Capó",42041
2020-08-05,164,Blanco,J Balvin,41601
2020-08-05,165,Flexin',"Lit Killah, Bizarrap",41573
2020-08-05,166,Envidiosos,"Maka, Bandaga",41491
2020-08-05,167,La Tóxica,Farruko,41356
2020-08-05,168,Señorita,"Shawn Mendes, Camila Cabello",41052
2020-08-05,169,Someone You Loved,Lewis Capaldi,40998
2020-08-05,170,Say So,Doja Cat,40689
2020-08-05,171,Bésame,"David Bisbal, Juan Magán",40651
2020-08-05,172,Callaita,"Bad Bunny, Tainy",40643
2020-08-05,173,La Calle,"Alex Sensation, Myke Towers, Jhay Cortez, Arcangel, De La Ghetto, Darell",40609
2020-08-05,174,Kings & Queens,Ava Max,40136
2020-08-05,175,Tinder,"Arce, Omar Montes",39987
2020-08-05,176,Jangueo,"Alex Rose, Rafa Pabön",39888
2020-08-05,177,Como Camarón,Estopa,39726
2020-08-05,178,Medusa,"Jhay Cortez, Anuel AA, J Balvin",39552
2020-08-05,179,Confía,"Sech, Daddy Yankee",39501
2020-08-05,180,Con Calma,"Daddy Yankee, Snow",39283
2020-08-05,181,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",38968
2020-08-05,182,La Rubia - Remix 2,"La Nueva Escuela, Omar Montes",38954
2020-08-05,183,my future,Billie Eilish,38791
2020-08-05,184,La Bella y la Bestia,"Reik, Morat",38630
2020-08-05,185,Algo Mágico,Rauw Alejandro,38480
2020-08-05,186,Batmóvil - Remix,"Hens, Pole., Funzo & BaLoud",38417
2020-08-05,187,Bandido,"Anuel AA, Mariah Angeliq",38278
2020-08-05,188,Whine Up,"Nicky Jam, Anuel AA",38203
2020-08-05,189,Caminando por la vida,Melendi,37824
2020-08-05,190,Fantasias - Remix,"Rauw Alejandro, Anuel AA, Natti Natasha, Farruko, Lunay",37487
2020-08-05,191,Gentleman,Cepeda,37480
2020-08-05,192,Rueda,Chimbala,37452
2020-08-05,193,Tabú,"Pablo Alborán, Ava Max",37403
2020-08-05,194,He Visto,Morad,37300
2020-08-05,195,Easy - Remix,"Jhay Cortez, Ozuna",37013
2020-08-05,196,Todo Estaba Bien,"Carlos Sadness, Manuel Medrano",36792
2020-08-05,197,Que Mal Te Fue,Natti Natasha,36787
2020-08-05,198,Adicto (with Anuel AA & Ozuna),Tainy,36754
2020-08-05,199,Memories,Maroon 5,36659
2020-08-05,200,Fuego,Estopa,36381
2020-08-06,1,Mamichula - con Nicki Nicole,"Trueno, Bizarrap, Taiu, TATOOL",545917
2020-08-06,2,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,415921
2020-08-06,3,Caramelo,Ozuna,409954
2020-08-06,4,Tattoo - Remix with Camilo,Rauw Alejandro,392110
2020-08-06,5,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",384095
2020-08-06,6,"Ay, DiOs Mío!",KAROL G,316753
2020-08-06,7,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",310590
2020-08-06,8,El Manual,Anuel AA,292293
2020-08-06,9,Relación,Sech,285337
2020-08-06,10,Carita de Inocente (feat. Myke Towers) - Remix,Prince Royce,279151
2020-08-06,11,Djadja (feat. Maluma) - Remix,Aya Nakamura,270725
2020-08-06,12,UN DIA (ONE DAY) (Feat. Tainy),"J Balvin, Dua Lipa, Bad Bunny",242950
2020-08-06,13,Flamenkito,"Lérica, Belinda",239020
2020-08-06,14,Fabuloso,"Sech, Justin Quiles",238545
2020-08-06,15,Pa toda la vida (feat. Mozart La Para),Don Patricio,228758
2020-08-06,16,PAM,"Justin Quiles, Daddy Yankee, El Alfa",219326
2020-08-06,17,Hasta Que Dios Diga,"Anuel AA, Bad Bunny",217979
2020-08-06,18,Mil Tequilas,Chema Rivas,209541
2020-08-06,19,Sur y Norte,"Ñengo Flow, Anuel AA",201354
2020-08-06,20,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix","Feid, J Balvin, Justin Quiles",200795
2020-08-06,21,A Güiro,Rafa Pabön,188886
2020-08-06,22,Hawái,Maluma,185996
2020-08-06,23,Trendy,"Rvfv, Lola Indigo",185512
2020-08-06,24,Se iluminaba,"Fred De Palma, Ana Mena",174885
2020-08-06,25,Jangueo,"Anuel AA, Tego Calderon",173068
2020-08-06,26,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",172582
2020-08-06,27,4 besos,"Lola Indigo, Rauw Alejandro, Lalo Ebratt",172146
2020-08-06,28,Favorito,Camilo,160779
2020-08-06,29,Tusa,"KAROL G, Nicki Minaj",156528
2020-08-06,30,El Hipo,"Danny Romero, Juan Magán",155934
2020-08-06,31,Más De Lo Que Aposté,"Aitana, Morat",155217
2020-08-06,32,MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",147770
2020-08-06,33,Reggaetonera,Anuel AA,143249
2020-08-06,34,Blinding Lights,The Weeknd,141716
2020-08-06,35,"Hola, Nena (feat. Omar Montes)",Nyno Vargas,137809
2020-08-06,36,Prendio (Remix),"Rvfv, Omar Montes, Daviles de Novelda",135890
2020-08-06,37,TKN (feat. Travis Scott),ROSALÍA,135713
2020-08-06,38,Una Mala (Remix),"El Completo Rd, Chimbala",133456
2020-08-06,39,El Mismo Aire - con Pablo Alborán,Camilo,133255
2020-08-06,40,El Efecto,"Rauw Alejandro, Chencho Corleone",131030
2020-08-06,41,Breaking Me,"Topic, A7S",126133
2020-08-06,42,Si Tú La Quieres,"David Bisbal, Aitana",123513
2020-08-06,43,ROCKSTAR (feat. Roddy Ricch),DaBaby,122504
2020-08-06,44,Aprendiendo El Sexo,Bad Gyal,120018
2020-08-06,45,Dime Cuantas Veces (Remix) [feat. Justin Quiles],"Micro TDH, Rels B, Lenny Tavárez",117098
2020-08-06,46,Como Estrellas,LA YOUNG,116796
2020-08-06,47,BAD CON NICKY,"Bad Bunny, Nicky Jam",115824
2020-08-06,48,Como Llora,Juanfran,115761
2020-08-06,49,Amarillo,J Balvin,113624
2020-08-06,50,Sangría - con WOS,"Trueno, Taiu, TATOOL, Evlay",113511
2020-08-06,51,Narcos,Anuel AA,96030
2020-08-06,52,Dembow 2020,"Yandel, Rauw Alejandro",95477
2020-08-06,53,Dime Bbsita Remix,"Robledo, Ovy On The Drums, Lalo Ebratt, Omar Montes, Alex Martini",93563
2020-08-06,54,Nunca Estoy,C. Tangana,91782
2020-08-06,55,Rojo,J Balvin,90337
2020-08-06,56,Fútbol & Rumba (feat. Enrique Iglesias),Anuel AA,89821
2020-08-06,57,Yo Perreo Sola,Bad Bunny,88030
2020-08-06,58,Sola & Vacía,"Casper Magico, Anuel AA",87654
2020-08-06,59,Colocao,Nicki Nicole,87513
2020-08-06,60,Locura,"Cali Y El Dandee, Sebastian Yatra",87293
2020-08-06,61,Sueño (con Pablo Alborán),Beret,85971
2020-08-06,62,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",85836
2020-08-06,63,Roses - Imanbek Remix,SAINt JHN,85190
2020-08-06,64,ily (i love you baby) (feat. Emilee),Surf Mesa,83771
2020-08-06,65,Dance Monkey,Tones And I,83525
2020-08-06,66,Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez",82606
2020-08-06,67,China,"Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin",80522
2020-08-06,68,Alocao (With Bad Gyal),Omar Montes,79889
2020-08-06,69,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",79847
2020-08-06,70,Rueda - Remix,"Chimbala, Juan Magán, Omar Montes, PV Aparataje",76832
2020-08-06,71,Tak Tiki Tak,Harry Nach,74943
2020-08-06,72,La Popi,Kiko el Crazy,72857
2020-08-06,73,+,"Aitana, Cali Y El Dandee",72656
2020-08-06,74,Ñeri,"Trueno, Taiu, TATOOL",72601
2020-08-06,75,Singapur,"El Alfa, Chael Produciendo",72584
2020-08-06,76,Diosa,Myke Towers,72583
2020-08-06,77,Tattoo,Rauw Alejandro,71978
2020-08-06,78,La Presión,"Lalo Ebratt, Manuel Turizo",71075
2020-08-06,79,Normal,Morad,70039
2020-08-06,80,Indios y Vaqueros,"Sinsinati, Álvaro De Luna",70003
2020-08-06,81,Enemigos,"Aitana, Reik",69031
2020-08-06,82,Bailemos,Dani Fernández,68868
2020-08-06,83,PA' ROMPERLA,"Bad Bunny, Don Omar",67773
2020-08-06,84,Dime Bbsita,"Robledo, Alex Martini",67517
2020-08-06,85,Una Foto en Blanco y Negro,"David Otero, Taburete",67406
2020-08-06,86,Atrévete,Yago Roche,66399
2020-08-06,87,TBT,"Sebastian Yatra, Rauw Alejandro, Manuel Turizo",66382
2020-08-06,88,Don't Start Now,Dua Lipa,65344
2020-08-06,89,Azul,J Balvin,64425
2020-08-06,90,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",64337
2020-08-06,91,Cuando Éramos Dos,"Sinsinati, Álvaro De Luna",63502
2020-08-06,92,Morado,J Balvin,63116
2020-08-06,93,ADMV,Maluma,62892
2020-08-06,94,Se Te Nota,Chema Rivas,62851
2020-08-06,95,Me Gusta,"Shakira, Anuel AA",62506
2020-08-06,96,DOSIS,"Dvicio, Reik, ChocQuibTown",62059
2020-08-06,97,PORFA,"Feid, Justin Quiles",61554
2020-08-06,98,Quédate conmigo,"Pole., Pilar Moxó",61426
2020-08-06,99,Si por mi fuera,Beret,61056
2020-08-06,100,Me Vale,Miki Núñez,60601
2020-08-06,101,Mami,"Ptazeta, Juacko",60508
2020-08-06,102,Quiéreme Mientras Se Pueda,Manuel Turizo,60282
2020-08-06,103,Watermelon Sugar,Harry Styles,60271
2020-08-06,104,Mi Niña,Ozuna,59832
2020-08-06,105,La Difícil,Bad Bunny,58281
2020-08-06,106,Bajo La Mesa,"Morat, Sebastian Yatra",57985
2020-08-06,107,Anaranjado,"Jowell & Randy, J Balvin",57982
2020-08-06,108,El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",57578
2020-08-06,109,La Bebe - Remix,"Anuel AA, Cardi B, Black Jonas Point, Secreto ""El Famoso Biberon"", Liro Shaq",57231
2020-08-06,110,"Cazzu: Bzrp Music Sessions, Vol. 32","Bizarrap, Cazzu",57195
2020-08-06,111,Suave - Remix,"Jey Blessing, Rauw Alejandro, Los Fantastikos",57121
2020-08-06,112,Fuera De Mi Mente,"Lérica, Juan Magán",57078
2020-08-06,113,Pegamos Tela,"Lérica, Omar Montes, Abraham Mateo",56970
2020-08-06,114,Kikiki (feat. Yay),Kidd Keo,56780
2020-08-06,115,Before You Go,Lewis Capaldi,56603
2020-08-06,116,Por Mi Reggae Muero 2020,"Yandel, Anuel AA",56194
2020-08-06,117,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",Super Yei,55995
2020-08-06,118,Rain II,"Trueno, Taiu, XOVOX, TATOOL",55952
2020-08-06,119,Physical,Dua Lipa,54859
2020-08-06,120,Muchacha,"Gente De Zona, Becky G",54786
2020-08-06,121,Como Si Fueras a Morir Mañana,Leiva,53980
2020-08-06,122,Eso Que Tú Me Das,Jarabe De Palo,53852
2020-08-06,123,Muévelo,"Nicky Jam, Daddy Yankee",53794
2020-08-06,124,Qué Bonito Es Querer,Manuel Carrasco,53535
2020-08-06,125,La Cama - Remix,"Lunay, Myke Towers, Ozuna, Chencho Corleone, Rauw Alejandro",53455
2020-08-06,126,Indeciso,"Reik, J Balvin, Lalo Ebratt",52787
2020-08-06,127,Cucu,"Lennis Rodriguez, Juan Magán",52592
2020-08-06,128,death bed (coffee for your head),"Powfu, beabadoobee",52322
2020-08-06,129,Rutina,Myke Towers,52124
2020-08-06,130,Ponte Pa' Mi,"Rauw Alejandro, Myke Towers, Sky Rompiendo",51685
2020-08-06,131,Contando Lunares (feat. Cruz Cafuné),Don Patricio,51592
2020-08-06,132,Aún me amas,Beret,51546
2020-08-06,133,Rain On Me (with Ariana Grande),Lady Gaga,51070
2020-08-06,134,A Correr los Lakers (Remix),"El Alfa, Nicky Jam, Ozuna, Arcangel, Secreto ""El Famoso Biberon""",49014
2020-08-06,135,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",48913
2020-08-06,136,Diablo en Mujer,"Yandel, Myke Towers, Natti Natasha, Darell",48643
2020-08-06,137,Perdío,"Lérica, Maikel Delacalle",48555
2020-08-06,138,Soldadito de Hierro,Nil Moliner,48379
2020-08-06,139,Relaciones,Lunay,48360
2020-08-06,140,De Tranquilote,"Danny Romero, Lérica",48201
2020-08-06,141,Si Me Dices Que Sí,"Reik, Farruko, Camilo",48061
2020-08-06,142,Soldadito marinero,Fito y Fitipaldis,47995
2020-08-06,143,"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",47887
2020-08-06,144,Some Say,Nea,47167
2020-08-06,145,Roses - Imanbek Remix [Latino Gang],"SAINt JHN, J Balvin",46623
2020-08-06,146,Princesas,Pereza,46501
2020-08-06,147,Me Provocas,"Dynoro, Fumaratto",46030
2020-08-06,148,Atrevido,"Trueno, Taiu, ONIRIA, TATOOL",45679
2020-08-06,149,La flaca,Jarabe De Palo,45660
2020-08-06,150,Presiento,"Morat, Aitana",45424
2020-08-06,151,Calma - Remix,"Pedro Capó, Farruko",45211
2020-08-06,152,A Dónde Vamos,Morat,45155
2020-08-06,153,Loco,Beéle,45126
2020-08-06,154,Loco - Remix,"Farruko, Beéle, Natti Natasha, Manuel Turizo",45037
2020-08-06,155,Break My Heart,Dua Lipa,44750
2020-08-06,156,Fantasias,"Rauw Alejandro, Farruko",44552
2020-08-06,157,Bobo,Morad,43821
2020-08-06,158,Me Equivocaré,Antonio José,43691
2020-08-06,159,Gris,J Balvin,43564
2020-08-06,160,Tutu,"Camilo, Pedro Capó",43408
2020-08-06,161,4K,"El Alfa, Darell, Noriel",43213
2020-08-06,162,Ignorantes,"Bad Bunny, Sech",43120
2020-08-06,163,Flexin',"Lit Killah, Bizarrap",43029
2020-08-06,164,Sigues Con El - Remix,"Arcangel, Sech, Romeo Santos",42988
2020-08-06,165,Say So,Doja Cat,42658
2020-08-06,166,La Tóxica,Farruko,42539
2020-08-06,167,Envidiosos,"Maka, Bandaga",42454
2020-08-06,168,Callaita,"Bad Bunny, Tainy",42218
2020-08-06,169,Como Camarón,Estopa,42078
2020-08-06,170,El Fin del Mundo,"La La Love You, Axolotes Mexicanos",41796
2020-08-06,171,Blanco,J Balvin,41793
2020-08-06,172,La Calle,"Alex Sensation, Myke Towers, Jhay Cortez, Arcangel, De La Ghetto, Darell",41758
2020-08-06,173,Someone You Loved,Lewis Capaldi,41734
2020-08-06,174,Señorita,"Shawn Mendes, Camila Cabello",41461
2020-08-06,175,Bésame,"David Bisbal, Juan Magán",41243
2020-08-06,176,Kings & Queens,Ava Max,41235
2020-08-06,177,Jangueo,"Alex Rose, Rafa Pabön",40608
2020-08-06,178,Confía,"Sech, Daddy Yankee",39910
2020-08-06,179,Medusa,"Jhay Cortez, Anuel AA, J Balvin",39833
2020-08-06,180,Tinder,"Arce, Omar Montes",39739
2020-08-06,181,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",39616
2020-08-06,182,Con Calma,"Daddy Yankee, Snow",39615
2020-08-06,183,La Rubia - Remix 2,"La Nueva Escuela, Omar Montes",39592
2020-08-06,184,La Bella y la Bestia,"Reik, Morat",39495
2020-08-06,185,Algo Mágico,Rauw Alejandro,39198
2020-08-06,186,Caminando por la vida,Melendi,39180
2020-08-06,187,Bandido,"Anuel AA, Mariah Angeliq",38794
2020-08-06,188,Whine Up,"Nicky Jam, Anuel AA",38743
2020-08-06,189,Fuego,Estopa,38728
2020-08-06,190,Batmóvil - Remix,"Hens, Pole., Funzo & BaLoud",38684
2020-08-06,191,Todo Estaba Bien,"Carlos Sadness, Manuel Medrano",38548
2020-08-06,192,Easy - Remix,"Jhay Cortez, Ozuna",38167
2020-08-06,193,Gentleman,Cepeda,37789
2020-08-06,194,Tabú,"Pablo Alborán, Ava Max",37754
2020-08-06,195,Que Mal Te Fue,Natti Natasha,37693
2020-08-06,196,Rueda,Chimbala,37602
2020-08-06,197,He Visto,Morad,37500
2020-08-06,198,Memories,Maroon 5,37333
2020-08-06,199,Fantasias - Remix,"Rauw Alejandro, Anuel AA, Natti Natasha, Farruko, Lunay",37299
2020-08-06,200,Adicto (with Anuel AA & Ozuna),Tainy,37032
2020-08-07,1,Mamichula - con Nicki Nicole,"Trueno, Bizarrap, Taiu, TATOOL",551861
2020-08-07,2,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,428819
2020-08-07,3,Caramelo,Ozuna,422005
2020-08-07,4,Tattoo - Remix with Camilo,Rauw Alejandro,408180
2020-08-07,5,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",394443
2020-08-07,6,"Ay, DiOs Mío!",KAROL G,336289
2020-08-07,7,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",322790
2020-08-07,8,El Manual,Anuel AA,301433
2020-08-07,9,Relación,Sech,293539
2020-08-07,10,Carita de Inocente (feat. Myke Towers) - Remix,Prince Royce,286890
2020-08-07,11,Djadja (feat. Maluma) - Remix,Aya Nakamura,284675
2020-08-07,12,UN DIA (ONE DAY) (Feat. Tainy),"J Balvin, Dua Lipa, Bad Bunny",251781
2020-08-07,13,Flamenkito,"Lérica, Belinda",250782
2020-08-07,14,Fabuloso,"Sech, Justin Quiles",242613
2020-08-07,15,Pa toda la vida (feat. Mozart La Para),Don Patricio,235170
2020-08-07,16,PAM,"Justin Quiles, Daddy Yankee, El Alfa",232078
2020-08-07,17,Hasta Que Dios Diga,"Anuel AA, Bad Bunny",225167
2020-08-07,18,Mil Tequilas,Chema Rivas,220050
2020-08-07,19,A Güiro,Rafa Pabön,217923
2020-08-07,20,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix","Feid, J Balvin, Justin Quiles",208445
2020-08-07,21,Sur y Norte,"Ñengo Flow, Anuel AA",207366
2020-08-07,22,Trendy,"Rvfv, Lola Indigo",203121
2020-08-07,23,Se iluminaba,"Fred De Palma, Ana Mena",187753
2020-08-07,24,Jangueo,"Anuel AA, Tego Calderon",182939
2020-08-07,25,Hawái,Maluma,179063
2020-08-07,26,4 besos,"Lola Indigo, Rauw Alejandro, Lalo Ebratt",176275
2020-08-07,27,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",176154
2020-08-07,28,Tusa,"KAROL G, Nicki Minaj",169793
2020-08-07,29,Favorito,Camilo,166276
2020-08-07,30,El Hipo,"Danny Romero, Juan Magán",166231
2020-08-07,31,MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",158205
2020-08-07,32,Más De Lo Que Aposté,"Aitana, Morat",153738
2020-08-07,33,Blinding Lights,The Weeknd,147820
2020-08-07,34,Reggaetonera,Anuel AA,146994
2020-08-07,35,"Hola, Nena (feat. Omar Montes)",Nyno Vargas,142563
2020-08-07,36,Prendio (Remix),"Rvfv, Omar Montes, Daviles de Novelda",142268
2020-08-07,37,Una Mala (Remix),"El Completo Rd, Chimbala",141792
2020-08-07,38,El Efecto,"Rauw Alejandro, Chencho Corleone",133575
2020-08-07,39,Breaking Me,"Topic, A7S",133436
2020-08-07,40,El Mismo Aire - con Pablo Alborán,Camilo,132028
2020-08-07,41,TKN (feat. Travis Scott),ROSALÍA,131369
2020-08-07,42,Si Tú La Quieres,"David Bisbal, Aitana",128775
2020-08-07,43,Como Estrellas,LA YOUNG,127053
2020-08-07,44,ROCKSTAR (feat. Roddy Ricch),DaBaby,126414
2020-08-07,45,Dembow 2020,"Yandel, Rauw Alejandro",126149
2020-08-07,46,Como Llora,Juanfran,123370
2020-08-07,47,Dime Cuantas Veces (Remix) [feat. Justin Quiles],"Micro TDH, Rels B, Lenny Tavárez",121326
2020-08-07,48,Amarillo,J Balvin,120762
2020-08-07,49,BAD CON NICKY,"Bad Bunny, Nicky Jam",119364
2020-08-07,50,Aprendiendo El Sexo,Bad Gyal,114763
2020-08-07,51,Sangría - con WOS,"Trueno, Taiu, TATOOL, Evlay",109253
2020-08-07,52,Dime Bbsita Remix,"Robledo, Ovy On The Drums, Lalo Ebratt, Omar Montes, Alex Martini",100613
2020-08-07,53,Narcos,Anuel AA,96309
2020-08-07,54,Rojo,J Balvin,94983
2020-08-07,55,Locura,"Cali Y El Dandee, Sebastian Yatra",93383
2020-08-07,56,Sola & Vacía,"Casper Magico, Anuel AA",90124
2020-08-07,57,Nunca Estoy,C. Tangana,89939
2020-08-07,58,Roses - Imanbek Remix,SAINt JHN,87707
2020-08-07,59,Sueño (con Pablo Alborán),Beret,87122
2020-08-07,60,Dance Monkey,Tones And I,85385
2020-08-07,61,Yo Perreo Sola,Bad Bunny,85033
2020-08-07,62,China,"Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin",85012
2020-08-07,63,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",84572
2020-08-07,64,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",84441
2020-08-07,65,Fútbol & Rumba (feat. Enrique Iglesias),Anuel AA,83801
2020-08-07,66,Alocao (With Bad Gyal),Omar Montes,83400
2020-08-07,67,Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez",82115
2020-08-07,68,Rueda - Remix,"Chimbala, Juan Magán, Omar Montes, PV Aparataje",81584
2020-08-07,69,ily (i love you baby) (feat. Emilee),Surf Mesa,80462
2020-08-07,70,Colocao,Nicki Nicole,80272
2020-08-07,71,La Popi,Kiko el Crazy,75894
2020-08-07,72,La Presión,"Lalo Ebratt, Manuel Turizo",75506
2020-08-07,73,Tak Tiki Tak,Harry Nach,75309
2020-08-07,74,Singapur,"El Alfa, Chael Produciendo",74710
2020-08-07,75,Tattoo,Rauw Alejandro,74689
2020-08-07,76,Ñeri,"Trueno, Taiu, TATOOL",74465
2020-08-07,77,+,"Aitana, Cali Y El Dandee",72822
2020-08-07,78,Enemigos,"Aitana, Reik",72000
2020-08-07,79,Bailemos,Dani Fernández,71732
2020-08-07,80,Mami,"Ptazeta, Juacko",71268
2020-08-07,81,Azul,J Balvin,70397
2020-08-07,82,Una Foto en Blanco y Negro,"David Otero, Taburete",69939
2020-08-07,83,Atrévete,Yago Roche,69923
2020-08-07,84,Normal,Morad,69919
2020-08-07,85,PA' ROMPERLA,"Bad Bunny, Don Omar",69860
2020-08-07,86,Indios y Vaqueros,"Sinsinati, Álvaro De Luna",69806
2020-08-07,87,TBT,"Sebastian Yatra, Rauw Alejandro, Manuel Turizo",69610
2020-08-07,88,Me Gusta,"Shakira, Anuel AA",68581
2020-08-07,89,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",68150
2020-08-07,90,Diosa,Myke Towers,68147
2020-08-07,91,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",Super Yei,67322
2020-08-07,92,Alcatraz,"Natos y Waor, Pablo Gareta",66548
2020-08-07,93,Don't Start Now,Dua Lipa,66330
2020-08-07,94,Morado,J Balvin,65872
2020-08-07,95,"Cazzu: Bzrp Music Sessions, Vol. 32","Bizarrap, Cazzu",64570
2020-08-07,96,Cuando Éramos Dos,"Sinsinati, Álvaro De Luna",64355
2020-08-07,97,ADMV,Maluma,63879
2020-08-07,98,PORFA,"Feid, Justin Quiles",63832
2020-08-07,99,Anaranjado,"Jowell & Randy, J Balvin",63228
2020-08-07,100,Se Te Nota,Chema Rivas,63159
2020-08-07,101,Quédate conmigo,"Pole., Pilar Moxó",62591
2020-08-07,102,Me Vale,Miki Núñez,61575
2020-08-07,103,DOSIS,"Dvicio, Reik, ChocQuibTown",61545
2020-08-07,104,Si por mi fuera,Beret,60775
2020-08-07,105,Dime Bbsita,"Robledo, Alex Martini",60632
