Date,Position,Track,Artists,Streams
2020-02-04,61,Tutu,"Camilo, Pedro Capó",80430
2020-02-04,62,Infeliz,"Arcangel, Bad Bunny",78430
2020-02-04,63,DOSIS,"Dvicio, Reik, ChocQuibTown",77393
2020-02-04,64,Suave - Remix,"Jey Blessing, Rauw Alejandro, Los Fantastikos",76030
2020-02-04,65,Que Calor (with J Balvin & El Alfa),"Major Lazer, Diplo",76030
2020-02-04,66,The Box,Roddy Ricch,76001
2020-02-04,67,Relación Rota,Myke Towers,74693
2020-02-04,68,No Me Olvida,"Robledo, Omar Montes, Quimico Ultra Mega",73011
2020-02-04,69,Callaita,"Bad Bunny, Tainy",71754
2020-02-04,70,Me Equivocaré,Antonio José,70710
2020-02-04,71,everything i wanted,Billie Eilish,70642
2020-02-04,72,Con Altura,"ROSALÍA, J Balvin, El Guincho",69221
2020-02-04,73,ROXANNE,Arizona Zervas,69112
2020-02-04,74,Disparos,Dani Fernández,68333
2020-02-04,75,Definitivamente,"Daddy Yankee, Sech",67614
2020-02-04,76,Que Tire Pa Lante,Daddy Yankee,67520
2020-02-04,77,bad guy,Billie Eilish,67357
2020-02-04,78,Sueño (con Pablo Alborán),Beret,67131
2020-02-04,79,105 F Remix,"KEVVO, Farruko, Chencho Corleone, Arcangel, Darell, Ñengo Flow, Brytiago, Myke Towers",65770
2020-02-04,80,Soldadito de Hierro,Nil Moliner,64529
2020-02-04,81,Bésame,"David Bisbal, Juan Magán",62597
2020-02-04,82,Falling,Trevor Daniel,61571
2020-02-04,83,Con La Miel En Los Labios,Aitana,60933
2020-02-04,84,Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny",60362
2020-02-04,85,Me vas a ver,Beret,60124
2020-02-04,86,Me Quedo,"Aitana, Lola Indigo",58634
2020-02-04,87,No Vuelvas Más,Darell,57498
2020-02-04,88,LA CANCIÓN,"J Balvin, Bad Bunny",57432
2020-02-04,89,PORFA,"Feid, Justin Quiles",57168
2020-02-04,90,Lo siento,Beret,57036
2020-02-04,91,Someone You Loved,Lewis Capaldi,56664
2020-02-04,92,Con Calma,"Daddy Yankee, Snow",55568
2020-02-04,93,Déjate Querer,"Lalo Ebratt, Sebastian Yatra, Yera, Trapical Minds",55528
2020-02-04,94,Mi Error - Remix,"Eladio Carrion, Zion & Lennox, Wisin & Yandel, Lunay",55292
2020-02-04,95,"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) - REMIX","DJ Snake, J Balvin",54931
2020-02-04,96,I Don't Care (with Justin Bieber),Ed Sheeran,54865
2020-02-04,97,Diosa,Myke Towers,54415
2020-02-04,98,No Te Preocupes por Mi,Leiva,54037
2020-02-04,99,Goteo,Duki,53919
2020-02-04,100,Calma - Remix,"Pedro Capó, Farruko",52464
2020-02-04,101,Fuego,Estopa,50931
2020-02-04,102,Prendío,Rvfv,49291
2020-02-04,103,Lola Bunny,"Lola Indigo, Don Patricio",49253
2020-02-04,104,La Mentira (feat. Joaquín Sabina),Dani Martín,49041
2020-02-04,105,Una Foto en Blanco y Negro,"David Otero, Taburete",49040
2020-02-04,106,Me llama,Beret,48895
2020-02-04,107,MALA SANTA,Becky G,48662
2020-02-04,108,Como Si Fueras a Morir Mañana,Leiva,48039
2020-02-04,109,Ronca,Myke Towers,48027
2020-02-04,110,Qué Pena,"Maluma, J Balvin",48020
2020-02-04,111,¿Qué Ha Pasao'?,"Abraham Mateo, Sofía Reyes",47828
2020-02-04,112,11 PM,Maluma,47503
2020-02-04,113,Vas A Quedarte,Aitana,47442
2020-02-04,114,Te esperaré toda la vida,Dani Fernández,47078
2020-02-04,115,Pikete italiano,KvndySwing,46735
2020-02-04,116,Enchochado de Ti,Don Patricio,45734
2020-02-04,117,Mi Persona Favorita,"Alejandro Sanz, Camila Cabello",45732
2020-02-04,118,Gan-Ga - Remix,"Bryant Myers, Anuel AA",45099
2020-02-04,119,En Tus Planes,David Bisbal,45085
2020-02-04,120,Piensan,Myke Towers,44951
2020-02-04,121,5 Sentidos,"Dvicio, Taburete",44905
2020-02-04,122,Life Is Good (feat. Drake),Future,44874
2020-02-04,123,A Escondidas,"$kyhook, Morad",44852
2020-02-04,124,Easy,Jhay Cortez,44788
2020-02-04,125,Godzilla (feat. Juice WRLD),Eminem,44564
2020-02-04,126,Kemba Walker,"Eladio Carrion, Bad Bunny",44209
2020-02-04,127,Soldadito marinero,Fito y Fitipaldis,44184
2020-02-04,128,Shallow,"Lady Gaga, Bradley Cooper",44009
2020-02-04,129,Princesas,Pereza,43644
2020-02-04,130,Circles,Post Malone,43515
2020-02-04,131,LowKey,Bryant Myers,43303
2020-02-04,132,Adan y Eva,Paulo Londra,43062
2020-02-04,133,Un Año,"Sebastian Yatra, Reik",42841
2020-02-04,134,No Te Debí Besar,"C. Tangana, Paloma Mami",42582
2020-02-04,135,Cuando Nadie Ve,Morat,42447
2020-02-04,136,QUE PRETENDES,"J Balvin, Bad Bunny",42420
2020-02-04,137,Hookah,Bad Gyal,42391
2020-02-04,138,Te Robaré,"Nicky Jam, Ozuna",41958
2020-02-04,139,Shotgun,Flavio,41954
2020-02-04,140,Un Planeta Llamado Nosotros,Maldita Nerea,41724
2020-02-04,141,Desde cero (con Melendi),Beret,41723
2020-02-04,142,Piropo,Noriel,41671
2020-02-04,143,Bonita,"Juanes, Sebastian Yatra",41630
2020-02-04,144,Si te vas,Blas Cantó,41609
2020-02-04,145,Tequila y Candela,Marlon,41608
2020-02-04,146,Mi Religión,Nil Moliner,41561
2020-02-04,147,La Playa,Myke Towers,41194
2020-02-04,148,Diavla,"Chris Viz, Young Vene",40723
2020-02-04,149,Velitas,"Darell, Brytiago",40595
2020-02-04,150,Loco,Beéle,40392
2020-02-04,151,Déjame Ser,Manuel Carrasco,40347
2020-02-04,152,Cuerpo en Venta,"Noriel, Myke Towers, Rauw Alejandro, Almighty",40303
2020-02-04,153,Superpoderes,Leiva,40227
2020-02-04,154,Swing,Danny Ocean,40202
2020-02-04,155,Les Duele,Morad,40200
2020-02-04,156,Lose You To Love Me,Selena Gomez,39939
2020-02-04,157,Bailando,Nil Moliner,39916
2020-02-04,158,Yelo,C. Tangana,39564
2020-02-04,159,Cicatrices,Natos y Waor,39540
2020-02-04,160,Enamórate De Alguien Más,Morat,39320
2020-02-04,161,Beautiful People (feat. Khalid),Ed Sheeran,39296
2020-02-04,162,Dream Girl - Remix,"Ir Sais, Rauw Alejandro",39283
2020-02-04,163,Cicatrices (feat. Indara),Sergio Contreras,38823
2020-02-04,164,Adore You,Harry Styles,38770
2020-02-04,165,Ayy Macarena,Tyga,38627
2020-02-04,166,Ride It,Regard,38612
2020-02-04,167,Mirándote,Rvfv,38602
2020-02-04,168,Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin",38480
2020-02-04,169,Besos En Guerra,"Morat, Juanes",38360
2020-02-04,170,olvídate de mí,Natalia Lacunza,38153
2020-02-04,171,Pa Mí - Remix,"Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez",37945
2020-02-04,172,Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",37943
2020-02-04,173,Baila Conmigo (feat. Kelly Ruiz),"Dayvi, Victor Cardenas, Kelly Ruíz",37764
2020-02-04,174,Cristina,Sebastian Yatra,37764
2020-02-04,175,La Despedida,"NIA, Gèrard",37453
2020-02-04,176,Maniac,"Eva B, Samantha",37223
2020-02-04,177,nana triste,"Natalia Lacunza, Guitarricadelafuente",37193
2020-02-04,178,Maldad (with Maluma),Steve Aoki,36906
2020-02-04,179,Si Se Da - Remix,"Myke Towers, Farruko, Arcangel, Sech, Zion",36727
2020-02-04,180,Mi accidente preferido (con Juancho Sidecars y Sidecars),Despistaos,36411
2020-02-04,181,Mi Consuelo,"Keen Levy, Rvfv",36349
2020-02-04,182,Aguantando,Morad,36177
2020-02-04,183,Ella Quiere Beber - Remix,"Anuel AA, Romeo Santos",36017
2020-02-04,184,Qué Tienes Tú (feat. Jesús de Reik & Mau y Ricky),"Dvicio, Jesús Reik",35992
2020-02-04,185,Te echo de menos,Beret,35820
2020-02-04,186,Tú,Myke Towers,35795
2020-02-04,187,Copenhague,Vetusta Morla,35578
2020-02-04,188,C90 (Remix),"John C, Neo Pistea, Bhavi, Trueno",35385
2020-02-04,189,Esperando - MUU Sessions,"Nil Moliner, Bely Basarte",35253
2020-02-04,190,HP,Maluma,35112
2020-02-04,191,Como Se Siente,Jhay Cortez,34863
2020-02-04,192,Lose Control,"MEDUZA, Becky Hill, Goodboys",34824
2020-02-04,193,Música,"DJ Luian, Mambo Kingz, Farruko, Wisin, Myke Towers, Darell, Arcangel",34810
2020-02-04,194,Only Human,Jonas Brothers,34719
2020-02-04,195,Coronao Now,"El Alfa, Lil Pump",34708
2020-02-04,196,Cuaderno,"Dalex, Nicky Jam, Justin Quiles, Sech, Lenny Tavárez, Feid, Rafa Pabön",34678
2020-02-04,197,Tal Vez,Paulo Londra,34569
2020-02-04,198,Déjala Que Baile (with Alejandro Sanz & Arkano),Melendi,34516
2020-02-04,199,Otro Trago,"Sech, Darell",34490
2020-02-04,200,Aleluya,"Reik, Manuel Turizo",34332
2020-02-05,1,Tusa,"KAROL G, Nicki Minaj",525642
2020-02-05,2,Morado,J Balvin,317458
2020-02-05,3,Me Gusta,"Shakira, Anuel AA",313316
2020-02-05,4,Alocao (With Bad Gyal),Omar Montes,253406
2020-02-05,5,Se iluminaba,"Fred De Palma, Ana Mena",239668
2020-02-05,6,Dance Monkey,Tones And I,236826
2020-02-05,7,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",235301
2020-02-05,8,+,"Aitana, Cali Y El Dandee",233333
2020-02-05,9,Indeciso,"Reik, J Balvin, Lalo Ebratt",213674
2020-02-05,10,Muévelo,"Nicky Jam, Daddy Yankee",212068
2020-02-05,11,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",205462
2020-02-05,12,Blanco,J Balvin,205266
2020-02-05,13,Prendio (Remix),"Rvfv, Omar Montes, Daviles de Novelda",198770
2020-02-05,14,Vete,Bad Bunny,190049
2020-02-05,15,Sigues Con El,"Dímelo Flow, Arcangel, Sech",187111
2020-02-05,16,Whine Up,"Nicky Jam, Anuel AA",180012
2020-02-05,17,Zorra,Bad Gyal,172760
2020-02-05,18,Easy - Remix,"Jhay Cortez, Ozuna",172486
2020-02-05,19,Fuera De Mi Mente,"Lérica, Juan Magán",166311
2020-02-05,20,Si por mi fuera,Beret,161624
2020-02-05,21,Aventura,"Lunay, Ozuna, Anuel AA",157235
2020-02-05,22,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",154748
2020-02-05,23,Fantasias,"Rauw Alejandro, Farruko",145821
2020-02-05,24,Malibú con Piña,Funzo & BaLoud,138326
2020-02-05,25,Rueda,Chimbala,136480
2020-02-05,26,Girl,Myke Towers,131549
2020-02-05,27,Perreo en La Luna,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",129515
2020-02-05,28,Pegamos Tela,"Lérica, Omar Montes, Abraham Mateo",126639
2020-02-05,29,Medusa,"Jhay Cortez, Anuel AA, J Balvin",123003
2020-02-05,30,Rutina,Myke Towers,122840
2020-02-05,31,"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",121889
2020-02-05,32,MONEY TILL I DIE,Kidd Keo,118067
2020-02-05,33,Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",117503
2020-02-05,34,Yummy,Justin Bieber,116139
2020-02-05,35,Viene y Va,"C. Tangana, Natti Natasha",114303
2020-02-05,36,B11 (feat. Myke Towers),"Rvssian, Darell, Zion & Lennox",112659
2020-02-05,37,Tabú,"Pablo Alborán, Ava Max",112282
2020-02-05,38,La Rubia - Remix 2,"La Nueva Escuela, Omar Montes",107010
2020-02-05,39,Te Quemaste,"Manuel Turizo, Anuel AA",106654
2020-02-05,40,Adicto (with Anuel AA & Ozuna),Tainy,105786
2020-02-05,41,Physical,Dua Lipa,104933
2020-02-05,42,Fantasía,Ozuna,103319
2020-02-05,43,Qué Bonito Es Querer,Manuel Carrasco,101810
2020-02-05,44,Ella No Quiere Rosé,"Rvfv, Bandaga",101749
2020-02-05,45,Hasta Que Salga el Sol,Ozuna,101506
2020-02-05,46,Memories,Maroon 5,100946
2020-02-05,47,Quizas,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",99812
2020-02-05,48,Don't Start Now,Dua Lipa,99707
2020-02-05,49,Si Te Vas,"Sech, Ozuna",99087
2020-02-05,50,La Cama,"Lunay, Myke Towers",96975
2020-02-05,51,De Tranquilote,"Danny Romero, Lérica",94902
2020-02-05,52,Indios y Vaqueros,"Sinsinati, Álvaro De Luna",92274
2020-02-05,53,Blinding Lights,The Weeknd,87087
2020-02-05,54,A Dónde Vamos,Morat,85378
2020-02-05,55,Otro Trago - Remix,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",84897
2020-02-05,56,Señorita,"Shawn Mendes, Camila Cabello",84424
2020-02-05,57,Presiento,"Morat, Aitana",84419
2020-02-05,58,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",82260
2020-02-05,59,Contando Lunares (feat. Cruz Cafuné),Don Patricio,80111
2020-02-05,60,Tutu,"Camilo, Pedro Capó",79408
2020-02-05,61,Diosa,Myke Towers,78770
2020-02-05,62,Que Calor (with J Balvin & El Alfa),"Major Lazer, Diplo",78381
2020-02-05,63,Infeliz,"Arcangel, Bad Bunny",78331
2020-02-05,64,DOSIS,"Dvicio, Reik, ChocQuibTown",77497
2020-02-05,65,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles, Natti Natasha, Farruko",77218
2020-02-05,66,Suave - Remix,"Jey Blessing, Rauw Alejandro, Los Fantastikos",77081
2020-02-05,67,Relación Rota,Myke Towers,76295
2020-02-05,68,The Box,Roddy Ricch,75313
2020-02-05,69,No Me Olvida,"Robledo, Omar Montes, Quimico Ultra Mega",75132
2020-02-05,70,Juro Que,ROSALÍA,73208
2020-02-05,71,Callaita,"Bad Bunny, Tainy",71308
2020-02-05,72,Me Equivocaré,Antonio José,71210
2020-02-05,73,everything i wanted,Billie Eilish,70733
2020-02-05,74,bad guy,Billie Eilish,69134
2020-02-05,75,Definitivamente,"Daddy Yankee, Sech",68929
2020-02-05,76,Que Tire Pa Lante,Daddy Yankee,68309
2020-02-05,77,Con Altura,"ROSALÍA, J Balvin, El Guincho",68199
2020-02-05,78,ROXANNE,Arizona Zervas,67200
2020-02-05,79,105 F Remix,"KEVVO, Farruko, Chencho Corleone, Arcangel, Darell, Ñengo Flow, Brytiago, Myke Towers",66838
2020-02-05,80,Sueño (con Pablo Alborán),Beret,66386
2020-02-05,81,Disparos,Dani Fernández,64046
2020-02-05,82,Soldadito de Hierro,Nil Moliner,63719
2020-02-05,83,Bésame,"David Bisbal, Juan Magán",62524
2020-02-05,84,Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny",60814
2020-02-05,85,Con La Miel En Los Labios,Aitana,60747
2020-02-05,86,Falling,Trevor Daniel,60480
2020-02-05,87,Me vas a ver,Beret,58880
2020-02-05,88,Someone You Loved,Lewis Capaldi,58648
2020-02-05,89,Me Quedo,"Aitana, Lola Indigo",58634
2020-02-05,90,LA CANCIÓN,"J Balvin, Bad Bunny",58044
2020-02-05,91,Lo siento,Beret,57629
2020-02-05,92,PORFA,"Feid, Justin Quiles",56890
2020-02-05,93,No Vuelvas Más,Darell,56559
2020-02-05,94,Déjate Querer,"Lalo Ebratt, Sebastian Yatra, Yera, Trapical Minds",56507
2020-02-05,95,Mi Error - Remix,"Eladio Carrion, Zion & Lennox, Wisin & Yandel, Lunay",56476
2020-02-05,96,Con Calma,"Daddy Yankee, Snow",56442
2020-02-05,97,"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) - REMIX","DJ Snake, J Balvin",56431
2020-02-05,98,I Don't Care (with Justin Bieber),Ed Sheeran,55857
2020-02-05,99,No Te Preocupes por Mi,Leiva,55699
2020-02-05,100,Goteo,Duki,53910
2020-02-05,101,Calma - Remix,"Pedro Capó, Farruko",52602
2020-02-05,102,Fuego,Estopa,51677
2020-02-05,103,La Mentira (feat. Joaquín Sabina),Dani Martín,50403
2020-02-05,104,Ronca,Myke Towers,49978
2020-02-05,105,Lola Bunny,"Lola Indigo, Don Patricio",49938
2020-02-05,106,Me llama,Beret,49047
2020-02-05,107,MALA SANTA,Becky G,48439
2020-02-05,108,Qué Pena,"Maluma, J Balvin",48262
2020-02-05,109,Una Foto en Blanco y Negro,"David Otero, Taburete",48098
2020-02-05,110,Como Si Fueras a Morir Mañana,Leiva,47716
2020-02-05,111,Prendío,Rvfv,47624
2020-02-05,112,Vas A Quedarte,Aitana,47332
2020-02-05,113,Te esperaré toda la vida,Dani Fernández,47152
2020-02-05,114,¿Qué Ha Pasao'?,"Abraham Mateo, Sofía Reyes",47065
2020-02-05,115,11 PM,Maluma,47047
2020-02-05,116,Pikete italiano,KvndySwing,46596
2020-02-05,117,Mi Persona Favorita,"Alejandro Sanz, Camila Cabello",46230
2020-02-05,118,Kemba Walker,"Eladio Carrion, Bad Bunny",46177
2020-02-05,119,Piensan,Myke Towers,45772
2020-02-05,120,Godzilla (feat. Juice WRLD),Eminem,45670
2020-02-05,121,Life Is Good (feat. Drake),Future,45558
2020-02-05,122,5 Sentidos,"Dvicio, Taburete",45541
2020-02-05,123,En Tus Planes,David Bisbal,45537
2020-02-05,124,Circles,Post Malone,45221
2020-02-05,125,Easy,Jhay Cortez,44991
2020-02-05,126,Soldadito marinero,Fito y Fitipaldis,44961
2020-02-05,127,Gan-Ga - Remix,"Bryant Myers, Anuel AA",44638
2020-02-05,128,Shallow,"Lady Gaga, Bradley Cooper",44608
2020-02-05,129,A Escondidas,"$kyhook, Morad",44398
2020-02-05,130,Enchochado de Ti,Don Patricio,44213
2020-02-05,131,Como Se Siente,Jhay Cortez,44051
2020-02-05,132,Princesas,Pereza,43867
2020-02-05,133,LowKey,Bryant Myers,43246
2020-02-05,134,La Playa,Myke Towers,42706
2020-02-05,135,Adan y Eva,Paulo Londra,42684
2020-02-05,136,Un Año,"Sebastian Yatra, Reik",42629
2020-02-05,137,Te Robaré,"Nicky Jam, Ozuna",42615
2020-02-05,138,Hookah,Bad Gyal,42302
2020-02-05,139,Bonita,"Juanes, Sebastian Yatra",42274
2020-02-05,140,QUE PRETENDES,"J Balvin, Bad Bunny",42230
2020-02-05,141,Cuando Nadie Ve,Morat,42001
2020-02-05,142,Un Planeta Llamado Nosotros,Maldita Nerea,41713
2020-02-05,143,Cuerpo en Venta,"Noriel, Myke Towers, Rauw Alejandro, Almighty",41654
2020-02-05,144,Piropo,Noriel,41531
2020-02-05,145,Desde cero (con Melendi),Beret,41368
2020-02-05,146,Déjame Ser,Manuel Carrasco,41237
2020-02-05,147,No Te Debí Besar,"C. Tangana, Paloma Mami",41224
2020-02-05,148,Mi Religión,Nil Moliner,41203
2020-02-05,149,Velitas,"Darell, Brytiago",40832
2020-02-05,150,Loco,Beéle,40827
2020-02-05,151,Si te vas,Blas Cantó,40291
2020-02-05,152,Diavla,"Chris Viz, Young Vene",39942
2020-02-05,153,Superpoderes,Leiva,39922
2020-02-05,154,Cicatrices,Natos y Waor,39574
2020-02-05,155,Lose You To Love Me,Selena Gomez,39566
2020-02-05,156,Cicatrices (feat. Indara),Sergio Contreras,39325
2020-02-05,157,Swing,Danny Ocean,39235
2020-02-05,158,Beautiful People (feat. Khalid),Ed Sheeran,39179
2020-02-05,159,Enamórate De Alguien Más,Morat,39115
2020-02-05,160,Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin",39054
2020-02-05,161,Mirándote,Rvfv,38551
2020-02-05,162,Yelo,C. Tangana,38436
2020-02-05,163,Ride It,Regard,38428
2020-02-05,164,Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",38321
2020-02-05,165,Tequila y Candela,Marlon,38239
2020-02-05,166,Les Duele,Morad,38143
2020-02-05,167,Ayy Macarena,Tyga,38079
2020-02-05,168,Dream Girl - Remix,"Ir Sais, Rauw Alejandro",38040
2020-02-05,169,Te echo de menos,Beret,37625
2020-02-05,170,Baila Conmigo (feat. Kelly Ruiz),"Dayvi, Victor Cardenas, Kelly Ruíz",37568
2020-02-05,171,Cristina,Sebastian Yatra,37560
2020-02-05,172,Si Se Da - Remix,"Myke Towers, Farruko, Arcangel, Sech, Zion",37385
2020-02-05,173,olvídate de mí,Natalia Lacunza,37366
2020-02-05,174,Pa Mí - Remix,"Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez",37344
2020-02-05,175,Mi accidente preferido (con Juancho Sidecars y Sidecars),Despistaos,37331
2020-02-05,176,Adore You,Harry Styles,37217
2020-02-05,177,Besos En Guerra,"Morat, Juanes",37216
2020-02-05,178,nana triste,"Natalia Lacunza, Guitarricadelafuente",37105
2020-02-05,179,Maldad (with Maluma),Steve Aoki,37080
2020-02-05,180,Ella Quiere Beber - Remix,"Anuel AA, Romeo Santos",36469
2020-02-05,181,Coronao Now,"El Alfa, Lil Pump",36441
2020-02-05,182,Aguantando,Morad,36404
2020-02-05,183,Tú,Myke Towers,36398
2020-02-05,184,Lose Control,"MEDUZA, Becky Hill, Goodboys",36309
2020-02-05,185,Mi Consuelo,"Keen Levy, Rvfv",36031
2020-02-05,186,Qué Tienes Tú (feat. Jesús de Reik & Mau y Ricky),"Dvicio, Jesús Reik",35879
2020-02-05,187,Esperando - MUU Sessions,"Nil Moliner, Bely Basarte",35699
2020-02-05,188,C90 (Remix),"John C, Neo Pistea, Bhavi, Trueno",35688
2020-02-05,189,Copenhague,Vetusta Morla,35239
2020-02-05,190,Only Human,Jonas Brothers,35202
2020-02-05,191,La Mejor Versión de Mi - Remix,"Natti Natasha, Romeo Santos",35081
2020-02-05,192,Déjala Que Baile (with Alejandro Sanz & Arkano),Melendi,35010
2020-02-05,193,HP,Maluma,34893
2020-02-05,194,Como Camarón,Estopa,34754
2020-02-05,195,Música,"DJ Luian, Mambo Kingz, Farruko, Wisin, Myke Towers, Darell, Arcangel",34751
2020-02-05,196,Aleluya,"Reik, Manuel Turizo",34513
2020-02-05,197,Bailando,Nil Moliner,34504
2020-02-05,198,Cuaderno,"Dalex, Nicky Jam, Justin Quiles, Sech, Lenny Tavárez, Feid, Rafa Pabön",34447
2020-02-05,199,Fantasmita - Remix,"Casper Magico, Bryant Myers, Alex Rose, Juhn",34389
2020-02-05,200,Before You Go,Lewis Capaldi,34258
2020-02-06,1,Tusa,"KAROL G, Nicki Minaj",524586
2020-02-06,2,Morado,J Balvin,314916
2020-02-06,3,Me Gusta,"Shakira, Anuel AA",309862
2020-02-06,4,Alocao (With Bad Gyal),Omar Montes,252926
2020-02-06,5,Se iluminaba,"Fred De Palma, Ana Mena",240434
2020-02-06,6,Dance Monkey,Tones And I,237022
2020-02-06,7,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",235906
2020-02-06,8,+,"Aitana, Cali Y El Dandee",230987
2020-02-06,9,Muévelo,"Nicky Jam, Daddy Yankee",213926
2020-02-06,10,Indeciso,"Reik, J Balvin, Lalo Ebratt",213181
2020-02-06,11,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",206022
2020-02-06,12,Blanco,J Balvin,203018
2020-02-06,13,Prendio (Remix),"Rvfv, Omar Montes, Daviles de Novelda",198286
2020-02-06,14,Vete,Bad Bunny,190124
2020-02-06,15,Sigues Con El,"Dímelo Flow, Arcangel, Sech",187077
2020-02-06,16,Whine Up,"Nicky Jam, Anuel AA",182407
2020-02-06,17,Zorra,Bad Gyal,172792
2020-02-06,18,Easy - Remix,"Jhay Cortez, Ozuna",171406
2020-02-06,19,Medusa,"Jhay Cortez, Anuel AA, J Balvin",166293
2020-02-06,20,Fuera De Mi Mente,"Lérica, Juan Magán",166141
2020-02-06,21,Si por mi fuera,Beret,159894
2020-02-06,22,Aventura,"Lunay, Ozuna, Anuel AA",158265
2020-02-06,23,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",156680
2020-02-06,24,Fantasias,"Rauw Alejandro, Farruko",148943
2020-02-06,25,Malibú con Piña,Funzo & BaLoud,140645
2020-02-06,26,Rueda,Chimbala,136957
2020-02-06,27,Girl,Myke Towers,133059
2020-02-06,28,Perreo en La Luna,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",129517
2020-02-06,29,Pegamos Tela,"Lérica, Omar Montes, Abraham Mateo",126569
2020-02-06,30,Rutina,Myke Towers,124192
2020-02-06,31,"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",123799
2020-02-06,32,Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",117006
2020-02-06,33,MONEY TILL I DIE,Kidd Keo,116157
2020-02-06,34,Viene y Va,"C. Tangana, Natti Natasha",115035
2020-02-06,35,B11 (feat. Myke Towers),"Rvssian, Darell, Zion & Lennox",114556
2020-02-06,36,Yummy,Justin Bieber,113010
2020-02-06,37,Tabú,"Pablo Alborán, Ava Max",112776
2020-02-06,38,La Rubia - Remix 2,"La Nueva Escuela, Omar Montes",107332
2020-02-06,39,Te Quemaste,"Manuel Turizo, Anuel AA",107038
2020-02-06,40,Adicto (with Anuel AA & Ozuna),Tainy,104692
2020-02-06,41,Fantasía,Ozuna,103855
2020-02-06,42,Don't Start Now,Dua Lipa,103154
2020-02-06,43,Diosa,Myke Towers,102157
2020-02-06,44,Hasta Que Salga el Sol,Ozuna,101691
2020-02-06,45,Ella No Quiere Rosé,"Rvfv, Bandaga",101479
2020-02-06,46,Qué Bonito Es Querer,Manuel Carrasco,101333
2020-02-06,47,Quizas,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",100961
2020-02-06,48,Memories,Maroon 5,100113
2020-02-06,49,Physical,Dua Lipa,100112
2020-02-06,50,Si Te Vas,"Sech, Ozuna",100080
2020-02-06,51,La Cama,"Lunay, Myke Towers",97169
2020-02-06,52,Indios y Vaqueros,"Sinsinati, Álvaro De Luna",92317
2020-02-06,53,De Tranquilote,"Danny Romero, Lérica",90410
2020-02-06,54,Blinding Lights,The Weeknd,84787
2020-02-06,55,A Dónde Vamos,Morat,83857
2020-02-06,56,Señorita,"Shawn Mendes, Camila Cabello",83688
2020-02-06,57,Presiento,"Morat, Aitana",83341
2020-02-06,58,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",82435
2020-02-06,59,Tutu,"Camilo, Pedro Capó",82029
2020-02-06,60,Contando Lunares (feat. Cruz Cafuné),Don Patricio,79896
2020-02-06,61,Otro Trago - Remix,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",79746
2020-02-06,62,DOSIS,"Dvicio, Reik, ChocQuibTown",79689
2020-02-06,63,Infeliz,"Arcangel, Bad Bunny",78305
2020-02-06,64,Suave - Remix,"Jey Blessing, Rauw Alejandro, Los Fantastikos",77791
2020-02-06,65,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles, Natti Natasha, Farruko",76950
2020-02-06,66,Que Calor (with J Balvin & El Alfa),"Major Lazer, Diplo",76939
2020-02-06,67,The Box,Roddy Ricch,75641
2020-02-06,68,Relación Rota,Myke Towers,75276
2020-02-06,69,No Me Olvida,"Robledo, Omar Montes, Quimico Ultra Mega",74861
