,Track,Artists,id,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Artists_1,Artists_2,Artists_3,genres_1,genres_2,genres_3
597,Lose Somebody,"['Kygo', 'OneRepublic']",7xbWAw3LMgRMn4omR5yVn3,"['pop', 'house', 'edm']",0.58,0.586,1,-6.883,1,0.0357,0.344,0.0,0.0755,0.507,147.988,Kygo,OneRepublic,,pop,house,edm
598,X (with KAROL G),['Jonas Brothers'],77fvnWALKJR0ws1VUx09CY,"['rock', 'boy band', 'pop']",0.715,0.827,4,-5.09,0,0.0617,0.0485,3.61e-05,0.321,0.75,117.977,Jonas Brothers,,,rock,boy band,pop
599,TBT - Remix,"['Sebastian Yatra', 'Rauw Alejandro', 'Manuel Turizo', 'Cosculluela', 'Lalo Ebratt', 'Llane', 'Dalmata']",4RqhZKIXuDYCuFAmUrjjdL,"['reggaeton', 'pop', 'rap', 'latin']",0.82,0.783,2,-4.266,1,0.141,0.0519,0.0,0.111,0.52,91.957,Sebastian Yatra,Rauw Alejandro,Manuel Turizo,reggaeton,pop,rap
600,Donde,"['Ñengo Flow', 'Jhay Cortez']",2omuboPrC7ivHRrtUgF2JM,"['reggaeton', 'hip hop', 'rap', 'latin']",0.753,0.647,6,-4.668,0,0.38,0.256,0.0,0.102,0.501,176.078,Ñengo Flow,Jhay Cortez,,reggaeton,hip hop,rap
601,La Estación Eterna,['Leiva'],5JFArLc5wo55tcJKFyzpUz,"['rock', 'pop']",0.323,0.439,11,-6.774,1,0.0556,0.116,1.04e-05,0.108,0.371,168.302,Leiva,,,rock,pop,
602,Confía,"['Sech', 'Daddy Yankee']",5kbps8unnGH4raN5WduZuq,"['reggaeton', 'pop', 'rap', 'latin']",0.722,0.757,0,-3.592,0,0.0782,0.17,1.31e-05,0.0657,0.763,167.987,Sech,Daddy Yankee,,reggaeton,pop,rap
603,"C.R.O: Bzrp Music Sessions, Vol. 29","['Bizarrap', 'C.R.O']",0qPbQWcqNDVrReSSvMoJxk,"['hip hop', 'pop', 'rap']",0.778,0.734,6,-5.346,1,0.0622,0.639,0.00132,0.117,0.622,82.047,Bizarrap,C.R.O,,hip hop,pop,rap
604,Bentley,"['Sech', 'Myke Towers']",3RGg9W1OyEiRMwu1Qi45dW,"['reggaeton', 'pop', 'rap', 'latin']",0.782,0.738,1,-2.125,1,0.122,0.126,0.00206,0.0692,0.755,166.056,Sech,Myke Towers,,reggaeton,pop,rap
605,Sargento de Hierro,['Morgan'],1pv5scBTTQyqN2NOiEj8oe,['indie'],0.524,0.244,10,-8.363,1,0.0283,0.331,0.00045,0.0681,0.175,132.916,Morgan,,,indie,,
606,Rain On Me (with Ariana Grande),['Lady Gaga'],24ySl2hOPGCDcxBxFIqWBu,['pop'],0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056,Lady Gaga,,,pop,,
607,Bajo La Mesa,"['Morat', 'Sebastian Yatra']",7BEPdOI0neT6p7PnLViqmH,"['pop', 'latin']",0.716,0.624,6,-5.398,0,0.0739,0.238,0.0,0.128,0.783,90.983,Morat,Sebastian Yatra,,pop,latin,
608,He Visto,['Morad'],0hdK4e0mHCS5jV5B8WFd4N,"['urban', 'drill']",0.73,0.44,2,-9.042,0,0.18,0.557,0.0,0.0842,0.414,122.023,Morad,,,urban,drill,
609,Pa toda la vida (feat. Mozart La Para),['Don Patricio'],6DDb7XRNUzeHmSoTbw5nmm,"['rap', 'urban']",0.692,0.639,2,-5.336,1,0.228,0.218,3.91e-05,0.147,0.511,98.461,Don Patricio,,,rap,urban,
610,Dumb,['Eva B'],2go6N45QZht8PT2aqF1Lvh,"['pop', 'latin']",0.862,0.39,2,-8.972,1,0.109,0.118,0.0,0.0996,0.289,95.979,Eva B,,,pop,latin,
611,Yalo Yale,['DELLAFUENTE'],0cAWUMWmET5KMGcSLRes1Z,"['urban', 'rap']",0.701,0.694,6,-4.55,0,0.154,0.527,0.000245,0.0939,0.627,89.954,DELLAFUENTE,,,urban,rap,
612,For Sale,"['Carlos Vives', 'Alejandro Sanz']",6Qz1HVr1zD00dCdYvgaZEv,"['pop', 'champeta', 'tropical', 'vallenato', 'latin']",0.689,0.921,11,-4.902,0,0.224,0.0944,0.0,0.281,0.608,99.967,Carlos Vives,Alejandro Sanz,,pop,champeta,tropical
613,Tal Como Eres,"['David Otero', 'Cepeda']",3GyjKTLvnFracHkrjkh7gd,"['cantautor', 'pop']",0.725,0.682,10,-5.434,1,0.0246,0.109,1.34e-06,0.223,0.69,112.991,David Otero,Cepeda,,cantautor,pop,
614,Fabuloso,"['Sech', 'Justin Quiles']",3cg2Y9mIiYNdcPTLKaQgK3,"['reggaeton', 'pop', 'rap', 'latin']",0.637,0.785,6,-2.612,1,0.166,0.0846,0.000239,0.0392,0.74,87.4,Sech,Justin Quiles,,reggaeton,pop,rap
615,"Pirueta (with Arcangel, Chencho Corleone, feat. Wisin & Yandel, Myke Towers)",['Dímelo Flow'],5tx7TTJEcrV5642l0Sn2sD,"['reggaeton', 'rap', 'latin']",0.796,0.849,2,-3.841,1,0.071,0.0457,0.0,0.155,0.784,81.025,Dímelo Flow,,,reggaeton,rap,latin
616,TKN (feat. Travis Scott),['ROSALÍA'],4w47S36wQGBhGg073q3nt7,['r&b'],0.776,0.509,0,-6.266,0,0.467,0.192,1.49e-06,0.115,0.485,94.634,ROSALÍA,,,r&b,,
617,Sour Candy (with BLACKPINK),['Lady Gaga'],1IWNylpZ477gIVUDpJL66u,['pop'],0.752,0.87,9,-3.812,0,0.0623,0.0604,1.12e-05,0.489,0.784,120.006,Lady Gaga,,,pop,,
618,Hasta Que Dios Diga,"['Anuel AA', 'Bad Bunny']",06s3QtMJVXw1AJX3UfvZG1,"['reggaeton', 'rap', 'latin']",0.691,0.765,8,-4.727,1,0.111,0.464,3.29e-06,0.203,0.855,174.021,Anuel AA,Bad Bunny,,reggaeton,rap,latin
619,Fútbol & Rumba (feat. Enrique Iglesias),['Anuel AA'],2hDe0Ls5mVqs1XJqv7sbcM,"['reggaeton', 'rap', 'latin']",0.735,0.916,2,-2.082,1,0.117,0.397,2.91e-06,0.0918,0.691,167.994,Anuel AA,,,reggaeton,rap,latin
620,Reggaetonera,['Anuel AA'],6yVkakCN460KOVol9ZazjH,"['reggaeton', 'rap', 'latin']",0.694,0.796,6,-4.164,1,0.0565,0.48,0.000384,0.108,0.515,93.064,Anuel AA,,,reggaeton,rap,latin
621,Así Soy Yo,"['Anuel AA', 'Bad Bunny']",6NfC2FKfsfzuLIF4lThw0A,"['reggaeton', 'rap', 'latin']",0.732,0.807,10,-3.424,0,0.116,0.445,0.00152,0.0975,0.724,176.026,Anuel AA,Bad Bunny,,reggaeton,rap,latin
622,Narcos,['Anuel AA'],7mcdgAXmb35dakBnfDIv3q,"['reggaeton', 'rap', 'latin']",0.614,0.746,10,-3.527,0,0.196,0.347,1.43e-05,0.0874,0.601,168.072,Anuel AA,,,reggaeton,rap,latin
623,Somo o No Somos,['Anuel AA'],3YeImruYgPnQtn4QgHqi04,"['reggaeton', 'rap', 'latin']",0.735,0.607,11,-5.369,0,0.0466,0.621,2.55e-06,0.0793,0.57,142.006,Anuel AA,,,reggaeton,rap,latin
624,Que Se Joda,"['Anuel AA', 'Farruko', 'Zion']",5p3JJehpKHjr9pJT5eD2Lz,"['reggaeton', 'rap', 'latin']",0.624,0.888,2,-2.13,1,0.099,0.238,0.0,0.317,0.824,180.088,Anuel AA,Farruko,Zion,reggaeton,rap,latin
625,El Manual,['Anuel AA'],7kOf0qHO4Rcwk6QJifZDRJ,"['reggaeton', 'rap', 'latin']",0.843,0.845,0,-2.344,1,0.0503,0.35,0.00168,0.0527,0.898,126.989,Anuel AA,,,reggaeton,rap,latin
626,Ferrari,"['Anuel AA', 'Lil Wayne']",4mbb7hmfDR6M9cQaLdYSFd,"['reggaeton', 'rap', 'latin']",0.842,0.732,7,-4.811,0,0.149,0.575,0.0,0.176,0.629,140.074,Anuel AA,Lil Wayne,,reggaeton,rap,latin
627,No Llores Mujer,"['Anuel AA', 'Travis Barker']",6VN85VvNB8w1QbJCXW8rTC,"['reggaeton', 'rap', 'latin']",0.693,0.558,9,-5.664,1,0.0366,0.169,0.0,0.0867,0.298,77.968,Anuel AA,Travis Barker,,reggaeton,rap,latin
628,Antes y Después,"['Anuel AA', 'Kendo Kaponi', 'Yandel', 'Ñengo Flow']",0YbXuCsQwrsh5x0hgnED6z,"['reggaeton', 'rap', 'latin']",0.732,0.634,1,-5.587,1,0.36,0.171,0.0,0.204,0.533,173.886,Anuel AA,Kendo Kaponi,Yandel,reggaeton,rap,latin
629,Bandido,"['Anuel AA', 'Mariah Angeliq']",5poUJOhLyalGkUedn3ggeX,"['reggaeton', 'rap', 'latin']",0.789,0.809,8,-3.417,1,0.0615,0.374,0.0,0.202,0.411,95.935,Anuel AA,Mariah Angeliq,,reggaeton,rap,latin
630,El Problema,['Anuel AA'],6cyH3OGfKQBevSYxJFIUCx,"['reggaeton', 'rap', 'latin']",0.677,0.651,5,-5.7,0,0.0559,0.531,3.8e-05,0.0956,0.543,171.893,Anuel AA,,,reggaeton,rap,latin
631,¿Los Hombres No Lloran?,['Anuel AA'],6GzxGKBC3r73KqdOBHHVYk,"['reggaeton', 'rap', 'latin']",0.489,0.498,11,-7.192,0,0.0395,0.699,0.0,0.0796,0.378,79.949,Anuel AA,,,reggaeton,rap,latin
632,Rifles Rusos,"['Anuel AA', 'Tego Calderon']",2WzUy86kPLYRLRwLtinZ1x,"['reggaeton', 'rap', 'latin']",0.713,0.77,4,-4.779,0,0.101,0.0587,0.000501,0.339,0.684,87.969,Anuel AA,Tego Calderon,,reggaeton,rap,latin
633,Tocándote,['Anuel AA'],2L6YJ2mSyqStxQX4OjUOon,"['reggaeton', 'rap', 'latin']",0.815,0.665,0,-4.348,0,0.164,0.698,0.0,0.121,0.522,96.229,Anuel AA,,,reggaeton,rap,latin
634,Hasta el amanecer,['Natos y Waor'],05WcYNSHMxuM7ryv5sKIjX,"['hip hop', 'rap', 'urban']",0.712,0.627,0,-9.037,1,0.101,0.258,5.61e-06,0.131,0.509,80.026,Natos y Waor,,,hip hop,rap,urban
635,Estrés Postraumático,['Anuel AA'],3QNh1pSglpiumBHtU8XnQe,"['reggaeton', 'rap', 'latin']",0.682,0.548,7,-6.375,1,0.116,0.45,0.0,0.088,0.376,92.073,Anuel AA,,,reggaeton,rap,latin
636,Nubes Negras,['Anuel AA'],4HKYplESyMVVTmORSeQg8S,"['reggaeton', 'rap', 'latin']",0.766,0.545,9,-5.195,1,0.0737,0.34,0.0,0.1,0.428,94.07,Anuel AA,,,reggaeton,rap,latin
637,Mi Vieja,['Anuel AA'],4FDPuFJTMXyNtEd14Ca8R9,"['reggaeton', 'rap', 'latin']",0.464,0.487,8,-5.698,1,0.0667,0.774,0.0,0.122,0.201,86.32,Anuel AA,,,reggaeton,rap,latin
638,Alice,['Lady Gaga'],41A89rj3GoMG6ktN37L7PG,['pop'],0.723,0.88,11,-4.287,0,0.038,0.00334,0.0179,0.0632,0.323,123.036,Lady Gaga,,,pop,,
639,Gracias a Diosito,['Rvfv'],6DBrjC8T0cfJktCmosS44w,"['urban', 'rap']",0.866,0.665,11,-5.57,0,0.0458,0.289,0.000453,0.0768,0.882,120.03,Rvfv,,,urban,rap,
640,911,['Lady Gaga'],6qI0MU175Dk2DeoUjlrOpy,['pop'],0.789,0.813,5,-4.563,1,0.0374,0.0294,2.07e-06,0.519,0.42,116.007,Lady Gaga,,,pop,,
641,Me Iré,['Anaju'],2j1D56HJfJtpKBSdhfKd2K,"['pop', 'latin']",0.704,0.395,10,-10.359,1,0.0768,0.269,9.49e-06,0.183,0.178,173.914,Anaju,,,pop,latin,
642,Sine From Above (with Elton John),['Lady Gaga'],0zzsyWc45eUcSjw4FNHxeN,['pop'],0.642,0.792,0,-5.746,0,0.0488,0.158,9.84e-06,0.68,0.0903,122.965,Lady Gaga,,,pop,,
643,Free Woman,['Lady Gaga'],4L6ihclQPu1hqP9r3WNJjQ,['pop'],0.731,0.927,0,-3.634,1,0.0781,0.0228,7.15e-05,0.187,0.478,119.006,Lady Gaga,,,pop,,
644,Fun Tonight,['Lady Gaga'],6hyQVqfHFvsJDjcmj4qrHf,['pop'],0.645,0.923,11,-4.262,1,0.0725,0.364,1.06e-06,0.14,0.323,117.945,Lady Gaga,,,pop,,
645,8 Maravillas,['NIA'],4aZlDPeh1FvcQNEtxNtsEG,['pop'],0.777,0.733,11,-4.764,0,0.0443,0.071,0.0,0.12,0.873,136.503,NIA,,,pop,,
646,Chromatica I,['Lady Gaga'],3CGZ7wfk4skmuyQgua1C1K,['pop'],0.231,0.457,6,-10.773,0,0.0318,0.0126,0.875,0.327,0.0588,65.827,Lady Gaga,,,pop,,
647,Chromatica II,['Lady Gaga'],0oQc0F6KUE7QY7k5TU6bic,['pop'],0.184,0.297,2,-14.534,1,0.0359,0.473,0.893,0.527,0.113,75.824,Lady Gaga,,,pop,,
648,Malaikah,"['Cruz Cafuné', 'Aissa']",2ILVmZozUjjaNrX0v3dC6D,['urban'],0.813,0.577,7,-6.814,0,0.0811,0.098,1.39e-05,0.146,0.39,101.059,Cruz Cafuné,Aissa,,urban,,
649,Enigma,['Lady Gaga'],7JDbfYUHjDzQPFSDh5lzGs,['pop'],0.669,0.804,0,-4.035,1,0.036,0.0306,0.0,0.694,0.184,116.001,Lady Gaga,,,pop,,
650,Plastic Doll,['Lady Gaga'],3CidPLqWXqgesJlwYVJZdy,['pop'],0.743,0.853,0,-4.842,1,0.04,0.0019,3.49e-05,0.0872,0.422,121.028,Lady Gaga,,,pop,,
651,Replay,['Lady Gaga'],7sKbyYeJnITO1Eh9xd0lKd,['pop'],0.658,0.878,1,-3.875,1,0.123,0.00792,0.0,0.944,0.683,122.015,Lady Gaga,,,pop,,
652,Babylon,['Lady Gaga'],5DttNeiizFqWUON9hZBqTY,['pop'],0.698,0.799,2,-4.372,1,0.0342,0.0129,5.46e-06,0.215,0.351,115.957,Lady Gaga,,,pop,,
653,Fuego Del Calor (feat. Ozuna & Tyga),['Scott Storch'],2ZSHH750nQpUVHjoe3iu2U,[],0.789,0.832,1,-3.68,1,0.0615,0.0218,3.56e-06,0.0849,0.597,100.02,Scott Storch,,,,,
654,La Popi,['Kiko el Crazy'],2WlmR4N8xSxDG3Adz8Wd2k,"['pop', 'rap']",0.881,0.952,7,0.796,1,0.0603,0.147,0.000422,0.0632,0.549,114.996,Kiko el Crazy,,,pop,rap,
655,This Is America,['Childish Gambino'],0b9oOr2ZgvyQu88wzixux9,"['hip hop', 'rap']",0.854,0.463,5,-6.159,1,0.137,0.117,0.0,0.354,0.549,120.024,Childish Gambino,,,hip hop,rap,
656,Say It Loud - I'm Black And I'm Proud,['James Brown'],1sYRkVKdT2ize1HSDCwbEF,"['soul', 'motown', 'funk']",0.853,0.529,3,-9.692,1,0.22,0.288,0.0118,0.0452,0.934,115.131,James Brown,,,soul,motown,funk
657,Alright,['Kendrick Lamar'],3iVcZ5G6tvkXZkZKlMpIUs,"['hip hop', 'rap']",0.796,0.766,7,-5.974,1,0.238,0.0742,0.0,0.0827,0.558,110.034,Kendrick Lamar,,,hip hop,rap,
658,Party Girl,['StaySolidRocky'],5RqR4ZCCKJDcBLIn4sih9l,['rap'],0.728,0.431,6,-9.966,0,0.0622,0.749,0.0,0.0996,0.629,130.022,StaySolidRocky,,,rap,,
659,Veneno,"['Delaossa', 'KIDDO', 'J.Moods']",5AQTFpm3oDPTenmw5Lmfoi,"['rap', 'urban']",0.686,0.721,6,-4.476,1,0.17,0.612,0.0,0.0905,0.713,92.036,Delaossa,KIDDO,J.Moods,rap,urban,
660,Nana del Mediterráneo,['Anaju'],4xBWVXRINgZfV3QJPFm3yR,"['pop', 'latin']",0.267,0.158,4,-9.71,0,0.0347,0.815,0.0,0.119,0.276,78.222,Anaju,,,pop,latin,
661,Pa Que No Te Duermas,"['DELLAFUENTE', 'Rels B']",0gSNix8gxw7JhUTeC0RnAS,"['urban', 'rap']",0.664,0.68,0,-5.584,1,0.226,0.36,3.6e-05,0.125,0.368,179.945,DELLAFUENTE,Rels B,,urban,rap,
662,Toco El Cielo,"['DELLAFUENTE', 'Maka']",0Pa0bQeO45G4ZUHIqVM5y6,"['urban', 'rap']",0.741,0.795,9,-4.943,0,0.0453,0.051,0.0,0.181,0.536,105.056,DELLAFUENTE,Maka,,urban,rap,
663,Flores Pa Tu Pelo,"['DELLAFUENTE', 'Pepe : Vizio']",1g7XVrQWDFn6xckZmQ8whB,"['urban', 'rap']",0.621,0.832,7,-4.204,0,0.217,0.676,0.000198,0.0967,0.639,186.194,DELLAFUENTE,Pepe : Vizio,,urban,rap,
664,Que Mal Te Fue,['Natti Natasha'],2btKz4s1XrMn5VHe7xZJpi,"['reggaeton', 'pop', 'rap', 'latin']",0.782,0.706,7,-4.337,0,0.19,0.0941,0.000208,0.115,0.855,173.899,Natti Natasha,,,reggaeton,pop,rap
665,Carita de Inocente (feat. Myke Towers) - Remix,['Prince Royce'],5kQre7o8ky5DXeEPcyaCR1,"['bachata', 'rap', 'pop', 'hip hop', 'latin']",0.565,0.781,10,-3.358,0,0.061,0.364,0.0,0.0984,0.943,129.959,Prince Royce,,,bachata,rap,pop
666,Libertad y Salud,['DELLAFUENTE'],7804Nj6y52lJbxVha3CeUK,"['urban', 'rap']",0.587,0.691,1,-6.025,0,0.055,0.401,0.0187,0.112,0.326,134.99,DELLAFUENTE,,,urban,rap,
667,Palante y Patrás,"['DELLAFUENTE', 'Ñejo']",7sowQGdYhMMlasrDu5vfIV,"['urban', 'rap']",0.791,0.858,11,-5.005,0,0.061,0.171,0.000124,0.121,0.686,96.999,DELLAFUENTE,Ñejo,,urban,rap,
668,Nubes,['DELLAFUENTE'],1OcCuXBcKGLryoQAznNjCp,"['urban', 'rap']",0.596,0.572,9,-7.144,0,0.131,0.614,0.000503,0.112,0.532,96.957,DELLAFUENTE,,,urban,rap,
669,Me Va Bonito,['Zetazen'],4Ny1rlxyM3Lfo37Q0e7Kaj,"['hip hop', 'rap', 'urban']",0.844,0.339,11,-10.424,0,0.153,0.733,0.0,0.097,0.599,81.968,Zetazen,,,hip hop,rap,urban
670,A la deriva,['Txarango'],2M2X4ZHYMhAC83aX4VMOtH,"['musica catalana', 'mestissatge', 'cantautor', 'rock', 'indie']",0.596,0.847,0,-8.511,0,0.0631,0.0811,0.000119,0.307,0.961,183.92,Txarango,,,musica catalana,mestissatge,cantautor
671,Saturación,['DELLAFUENTE'],2ebEGgKQIMB22kjzEZaUUt,"['urban', 'rap']",0.362,0.138,0,-11.264,0,0.0493,0.823,0.0,0.0484,0.143,97.055,DELLAFUENTE,,,urban,rap,
672,Por Nosotros,"['Delaossa', 'KIDDO', 'Gese Da O']",6gQoTxGvfaj1mrRw8ZmqhT,"['rap', 'urban']",0.588,0.805,2,-4.168,0,0.33,0.512,0.0,0.084,0.757,167.677,Delaossa,KIDDO,Gese Da O,rap,urban,
673,Some Say,['Nea'],4poybupy26pTWPr9zY1i7h,"['pop', 'house']",0.779,0.342,3,-6.316,0,0.0404,0.701,2.56e-06,0.132,0.482,104.993,Nea,,,pop,house,
674,La flaca,['Jarabe De Palo'],0ll9JAIrM3NVBOMl45sxSX,"['rock', 'pop', 'latin']",0.871,0.481,7,-9.068,1,0.0383,0.52,5.54e-05,0.0809,0.664,103.063,Jarabe De Palo,,,rock,pop,latin
675,Agua,['Jarabe De Palo'],5omgFpiMt1CGHjQGfkwzvz,"['rock', 'pop', 'latin']",0.715,0.358,5,-15.522,1,0.033,0.743,0.0133,0.104,0.742,145.751,Jarabe De Palo,,,rock,pop,latin
676,Eso Que Tú Me Das,['Jarabe De Palo'],40tFJtuES1da2fg0OurUdI,"['rock', 'pop', 'latin']",0.778,0.804,0,-5.699,1,0.0286,0.144,9.5e-05,0.0676,0.836,130.004,Jarabe De Palo,,,rock,pop,latin
677,El lado oscuro,['Jarabe De Palo'],7DwKN1lzYui7iKUmRvzOU1,"['rock', 'pop', 'latin']",0.818,0.723,7,-6.702,0,0.0296,0.528,0.000591,0.0905,0.748,98.049,Jarabe De Palo,,,rock,pop,latin
678,Depende,['Jarabe De Palo'],6aaPUBUFw9KEW1p1inVQv9,"['rock', 'pop', 'latin']",0.703,0.534,0,-11.589,1,0.0303,0.117,1.04e-05,0.137,0.524,94.815,Jarabe De Palo,,,rock,pop,latin
679,Grita,['Jarabe De Palo'],3zz4oi4aiOUV6lcQfKP5pU,"['rock', 'pop', 'latin']",0.49,0.694,4,-7.77,0,0.0463,0.0645,6.55e-05,0.106,0.292,200.064,Jarabe De Palo,,,rock,pop,latin
680,Bonito,['Jarabe De Palo'],6adD0zZ2sdxRaqsUz6Axb3,"['rock', 'pop', 'latin']",0.743,0.965,6,-4.83,0,0.0536,0.211,0.0,0.449,0.741,114.229,Jarabe De Palo,,,rock,pop,latin
681,Humo,['Jarabe De Palo'],6U7XONjTpMsiMPnIO8eiQq,"['rock', 'pop', 'latin']",0.689,0.426,7,-6.373,1,0.0389,0.417,0.0,0.0744,0.343,74.99,Jarabe De Palo,,,rock,pop,latin
682,Vuelvo,['Jarabe De Palo'],1VxuCrIXz2tm6IWo0sTmOM,"['rock', 'pop', 'latin']",0.775,0.748,9,-5.137,1,0.0339,0.0946,1.46e-05,0.0489,0.964,109.971,Jarabe De Palo,,,rock,pop,latin
683,La Vida Es el Momento,['Jarabe De Palo'],2eK25uxRzhSbm3J9D77rCR,"['rock', 'pop', 'latin']",0.72,0.836,7,-4.937,1,0.0319,0.0478,7.74e-06,0.0566,0.943,122.96,Jarabe De Palo,,,rock,pop,latin
684,La chica de Ipanema,['Jarabe De Palo'],1QgfZsvA8tpsMVs1EylzYU,"['rock', 'pop', 'latin']",0.779,0.613,9,-7.24,1,0.0674,0.534,9.54e-05,0.118,0.812,152.066,Jarabe De Palo,,,rock,pop,latin
685,Misteriosamente Hoy,['Jarabe De Palo'],5uaoc1ImgNE5QR9GJ3XZFt,"['rock', 'pop', 'latin']",0.651,0.886,9,-4.9,1,0.0313,0.0818,0.000458,0.177,0.555,145.067,Jarabe De Palo,,,rock,pop,latin
686,Déjame vivir (feat. Lamari),['Jarabe De Palo'],6BX3OWb6eAtKzUhLyMPpWD,"['rock', 'pop', 'latin']",0.751,0.567,0,-6.396,1,0.0293,0.438,4.6e-05,0.137,0.186,124.956,Jarabe De Palo,,,rock,pop,latin
687,Los Ángeles Visten de Blanco,['Jarabe De Palo'],2pDUPa6l94zMhbRMgfXi7q,"['rock', 'pop', 'latin']",0.692,0.708,1,-6.772,0,0.0317,0.215,1.22e-05,0.173,0.338,97.951,Jarabe De Palo,,,rock,pop,latin
688,Dos días en la vida,['Jarabe De Palo'],1Fzlofqd4sIG33pf55MTQD,"['rock', 'pop', 'latin']",0.749,0.712,9,-7.958,0,0.041,0.133,0.0015,0.426,0.477,110.053,Jarabe De Palo,,,rock,pop,latin
689,Me gusta como eres,['Jarabe De Palo'],0mlnmHVwY0o096HMTRUsmJ,"['rock', 'pop', 'latin']",0.571,0.43,7,-6.206,1,0.0368,0.67,0.0,0.109,0.179,79.923,Jarabe De Palo,,,rock,pop,latin
690,Duerme conmigo,['Jarabe De Palo'],3uXsB4kRXyZ1F1gl9Chg2b,"['rock', 'pop', 'latin']",0.631,0.793,7,-7.815,1,0.0292,0.00285,0.000132,0.149,0.715,136.695,Jarabe De Palo,,,rock,pop,latin
691,Besos en el Ascensor,['Jarabe De Palo'],590oCgTYZS5gblXXnWYglD,"['rock', 'pop', 'latin']",0.657,0.801,0,-5.746,1,0.037,0.425,0.000107,0.12,0.532,139.956,Jarabe De Palo,,,rock,pop,latin
692,Los Peces No Tienen Corazón,['Jarabe De Palo'],65Z8pwIBsxDAuGan28lOYf,"['rock', 'pop', 'latin']",0.749,0.831,4,-5.463,0,0.0306,0.0185,0.00885,0.112,0.945,116.008,Jarabe De Palo,,,rock,pop,latin
693,Mil Ocells,"['Txarango', 'Jarabe De Palo']",4BMItmcmxrSvrmBnhh3tpG,"['musica catalana', 'mestissatge', 'cantautor', 'rock', 'indie']",0.657,0.541,7,-9.357,1,0.0327,0.25,2.69e-06,0.105,0.709,175.846,Txarango,Jarabe De Palo,,musica catalana,mestissatge,cantautor
694,Completo incompleto,"['Jarabe De Palo', 'Antonio Vega']",7981yPvY8IwJCpl9HSdDXI,"['rock', 'pop', 'latin']",0.631,0.326,0,-10.559,1,0.0322,0.95,0.0333,0.0613,0.365,94.962,Jarabe De Palo,Antonio Vega,,rock,pop,latin
695,Romeo y Julieta,['Jarabe De Palo'],7BQo49Dyko57AIFaHMcAi2,"['rock', 'pop', 'latin']",0.742,0.803,0,-5.693,1,0.0286,0.199,0.00739,0.546,0.962,134.979,Jarabe De Palo,,,rock,pop,latin
696,El bosque de palo,['Jarabe De Palo'],2BopUl1Ta435vPm9O7D2PN,"['rock', 'pop', 'latin']",0.821,0.742,0,-5.688,1,0.0357,0.166,9.96e-06,0.143,0.67,120.101,Jarabe De Palo,,,rock,pop,latin
697,Dueño de mi silencio,['Jarabe De Palo'],6d9WE8B1eNArADzGpwnvrP,"['rock', 'pop', 'latin']",0.783,0.778,5,-8.49,1,0.0985,0.131,2.94e-06,0.113,0.445,126.981,Jarabe De Palo,,,rock,pop,latin
698,El Mismo Aire - con Pablo Alborán,['Camilo'],5EbtodsuLbxrFDH6j5avVS,"['reggaeton', 'pop']",0.483,0.492,0,-6.591,0,0.295,0.603,0.0,0.323,0.66,144.511,Camilo,,,reggaeton,pop,
699,Caramelo,['Ozuna'],3gD4J3RUHy4OUuZ3qAiaiG,"['reggaeton', 'pop', 'rap', 'latin']",0.728,0.806,6,-3.766,1,0.0623,0.0531,0.000301,0.153,0.698,168.084,Ozuna,,,reggaeton,pop,rap
700,Tinder,"['Arce', 'Omar Montes']",39JlamO6oYz8nRIYCfq8Bl,"['hip hop', 'rap', 'urban']",0.721,0.795,10,-2.0,0,0.152,0.393,1.73e-05,0.122,0.947,178.066,Arce,Omar Montes,,hip hop,rap,urban
701,Mala Cara,['Lola Indigo'],0ArXnrjWXgLdqfVCosRSHQ,['pop'],0.829,0.72,7,-4.059,0,0.0579,0.329,0.0,0.138,0.606,92.531,Lola Indigo,,,pop,,
702,Mayor,"['Myke Towers', 'Yandel']",1OW47kPsWJfvhcQ7V7XwhC,['rap'],0.808,0.736,9,-4.084,0,0.114,0.255,0.000273,0.105,0.806,89.983,Myke Towers,Yandel,,rap,,
703,La Bella y la Bestia,"['Reik', 'Morat']",0G0p7mc4wEaQTsUpzEmkEs,"['pop', 'latin']",0.625,0.759,8,-4.861,1,0.0592,0.0254,0.0,0.114,0.566,89.951,Reik,Morat,,pop,latin,
704,La Curiosidad,"['Jay Wheeler', 'DJ Nelson', 'Myke Towers']",4HYDUMY0xSpeBr0AMY9cUz,"['reggaeton', 'rap', 'latin']",0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,Jay Wheeler,DJ Nelson,Myke Towers,reggaeton,rap,latin
705,Masoquista,"['Tempo', 'Nicky Jam']",5vvBs55tKriAoArPaqoIhA,"['reggaeton', 'hip hop', 'rap', 'latin']",0.76,0.731,9,-2.489,0,0.149,0.429,0.0,0.0548,0.809,180.089,Tempo,Nicky Jam,,reggaeton,hip hop,rap
706,Kikiki (feat. Yay),['Kidd Keo'],22YVt0f3WR4XaK6l1TEgOr,"['rap', 'urban']",0.865,0.742,1,-8.182,1,0.164,0.0686,0.262,0.0569,0.67,123.993,Kidd Keo,,,rap,urban,
