,Track,Artists,id,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Artists_1,Artists_2,Artists_3,genres_1,genres_2,genres_3
342,BORRAXXA,"['Feid', 'Manuel Turizo']",6zbDSB7Wb6ZRwozToXCVRI,"['reggaeton', 'pop', 'rap', 'latin']",0.854,0.617,8,-5.251,1,0.0822,0.104,0.00207,0.0862,0.794,90.993,Feid,Manuel Turizo,,reggaeton,pop,rap
343,Cinderella,['Ayax y Prok'],48LCnGeww8DfeXVc5V3tAR,['urban'],0.69,0.847,6,-5.631,0,0.214,0.127,0.0,0.0818,0.49,94.017,Ayax y Prok,,,urban,,
344,La Forma en Que Me Miras,"['Super Yei', 'Sammy', 'Myke Towers', 'Lenny Tavárez', 'Rafa Pabön']",6t94PGXYAuo9GbJEnMpPcW,"['reggaeton', 'rap', 'latin']",0.656,0.662,1,-1.387,1,0.191,0.149,8e-06,0.16,0.573,189.983,Super Yei,Sammy,Myke Towers,reggaeton,rap,latin
345,Por la boca vive el pez,['Fito y Fitipaldis'],24UStI5AYA7g5ufFDh3LH0,"['rock', 'cantautor', 'pop']",0.641,0.892,0,-2.812,0,0.0303,0.255,1.01e-05,0.221,0.841,151.229,Fito y Fitipaldis,,,rock,cantautor,pop
346,I Follow Rivers,['Eva B'],7CNn0GWJkqul7GFwId0mEB,"['pop', 'latin']",0.703,0.722,9,-5.915,0,0.0386,0.296,6.48e-05,0.113,0.591,121.993,Eva B,,,pop,latin,
347,La Sandunguera,['Anaju'],7pyTCGCNDvQLqSzS7FEbpo,"['pop', 'latin']",0.578,0.382,9,-7.878,1,0.31,0.0504,0.0,0.324,0.485,78.665,Anaju,,,pop,latin,
348,Run the World (Girls),['NIA'],2aOGYEHO9k5SrPJ3gV5c9U,['pop'],0.771,0.723,8,-7.949,1,0.0664,0.0585,3.35e-05,0.318,0.427,127.019,NIA,,,pop,,
349,Soldadito de Hierro (feat. Dani Fernández),['Nil Moliner'],4pZexFtInZMw1mf6S5l13M,['pop'],0.506,0.444,9,-7.981,1,0.127,0.601,0.0,0.113,0.255,87.214,Nil Moliner,,,pop,,
350,Reproches,['Ayax y Prok'],3L6RhaS4ISh8GSagrFMFZn,['urban'],0.641,0.907,4,-6.938,1,0.356,0.432,0.0,0.278,0.382,92.881,Ayax y Prok,,,urban,,
351,After Hours,['The Weeknd'],2p8IUWQDrpjuFltbdgLOag,"['r&b', 'pop']",0.664,0.572,5,-6.099,0,0.0305,0.0811,0.00604,0.121,0.143,108.959,The Weeknd,,,r&b,pop,
352,Gitana (feat. Sergio Contreras y Demarco Flamenco),['Rasel'],0WA73uP8IO1rczj8FFJzRg,"['urban', 'electro', 'flamenco']",0.822,0.88,0,-4.372,1,0.125,0.181,0.0,0.258,0.67,98.023,Rasel,,,urban,electro,flamenco
353,NADA (with Lauren Jauregui & C. Tangana),['Tainy'],1HxapZ1SrjH5LoYGz9aA4Z,"['rap', 'reggaeton', 'pop', 'hip hop', 'latin']",0.826,0.504,8,-7.355,1,0.14,0.152,4.89e-05,0.369,0.509,91.999,Tainy,,,rap,reggaeton,pop
354,Despacio,"['Natti Natasha', 'Nicky Jam', 'Manuel Turizo', 'Myke Towers', 'DJ Luian', 'Mambo Kingz']",203uubEQA07to1kbro35qQ,"['reggaeton', 'pop', 'rap', 'latin']",0.782,0.644,10,-3.929,1,0.0809,0.585,0.0,0.108,0.695,93.013,Natti Natasha,Nicky Jam,Manuel Turizo,reggaeton,pop,rap
355,Más y Más,"['Omar Montes', 'Ñengo Flow']",4i0sSXYpBLMnhHc7jnI5v2,"['urban', 'rap']",0.699,0.772,11,-3.114,1,0.263,0.269,0.0,0.039,0.429,89.979,Omar Montes,Ñengo Flow,,urban,rap,
356,Belfast,"['Juancho Marqués', 'FERNANDOCOSTA', 'InnerCut']",5BsmUIjgwobAwCh1WMvQip,"['hip hop', 'rap', 'urban']",0.782,0.586,10,-7.37,1,0.209,0.118,0.0,0.0776,0.501,90.024,Juancho Marqués,FERNANDOCOSTA,InnerCut,hip hop,rap,urban
357,Angelito,"['Recycled J', 'Aleesha']",6Q4v5tWo0jiKFauigcvV7U,"['rap', 'urban']",0.718,0.651,2,-5.297,0,0.113,0.124,0.0,0.123,0.326,89.88,Recycled J,Aleesha,,rap,urban,
358,TBT,"['Sebastian Yatra', 'Rauw Alejandro', 'Manuel Turizo']",4s45VgkknMFkdiGoUcjxQU,"['reggaeton', 'pop', 'rap', 'latin']",0.794,0.855,2,-1.959,1,0.0466,0.0362,0.0,0.142,0.639,91.963,Sebastian Yatra,Rauw Alejandro,Manuel Turizo,reggaeton,pop,rap
359,Atrevido,"['Trueno', 'ONIRIA', 'TATOOL', 'Taiu']",6tMqYyCVU2aKgUahMvJz2S,"['hip hop', 'rap']",0.864,0.64,8,-5.489,1,0.106,0.236,0.0,0.374,0.858,135.021,Trueno,ONIRIA,TATOOL,hip hop,rap,
360,Ahora Dice Que Me Ama,['Bandaga'],2Z3RqW9jfl62il0R4q8wQy,"['urban', 'rap']",0.848,0.615,1,-5.675,0,0.192,0.165,0.0,0.181,0.48,119.964,Bandaga,,,urban,rap,
361,Si Me Dices Que Sí,"['Reik', 'Farruko', 'Camilo']",56Ta1O7Jxxpjnc6cWdDKUo,"['pop', 'latin']",0.578,0.634,8,-5.979,0,0.333,0.00473,0.0,0.132,0.216,183.89,Reik,Farruko,Camilo,pop,latin,
362,Feel Me,['Selena Gomez'],0CsCXZUxnjaHWGkuBUssiZ,['pop'],0.71,0.808,2,-6.703,0,0.0433,0.44,0.000773,0.0734,0.387,99.989,Selena Gomez,,,pop,,
363,MERA (with Dalex & Álvaro Díaz),"['Tainy', 'Alvaro Diaz']",3mr13zNWprAzYYY0RinBCp,"['rap', 'reggaeton', 'pop', 'hip hop', 'latin']",0.539,0.685,2,-7.26,0,0.126,0.0115,4.82e-06,0.317,0.298,194.114,Tainy,Alvaro Diaz,,rap,reggaeton,pop
364,MIB,['Myke Towers'],7z9chavxReUpyOZoAkUnUb,['rap'],0.92,0.561,1,-4.217,1,0.149,0.184,0.0,0.0768,0.631,129.981,Myke Towers,,,rap,,
365,Por Última Vez,['Nil Moliner'],4VmVG1s2N9ZglNq2Hd7Ub7,['pop'],0.641,0.398,8,-9.614,1,0.0356,0.618,0.0,0.186,0.658,85.023,Nil Moliner,,,pop,,
366,ON,['BTS'],2QyuXBcV1LJ2rq01KhreMF,['pop'],0.583,0.817,9,-5.146,0,0.0987,0.118,0.0,0.338,0.438,105.936,BTS,,,pop,,
367,Trukitos,"['Lennis Rodriguez', 'Denyerkin']",0ofQFmf4hNoRoBaDjwDOZU,"['pop', 'urban']",0.839,0.805,2,-3.913,1,0.0644,0.454,0.00628,0.0843,0.806,94.007,Lennis Rodriguez,Denyerkin,,pop,urban,
368,La Lista de la Compra,"['Rafa Romera', 'Samantha']",4xhUrrFtjL8FK0qoYU2YBc,['latin'],0.543,0.949,7,-4.4,1,0.0652,0.0939,0.0,0.0562,0.391,109.258,Rafa Romera,Samantha,,latin,,
369,Una Mala (Remix),"['El Completo Rd', 'Chimbala']",2maGaB3fNqQnyrG3FDiaW3,[],0.864,0.81,5,-3.409,1,0.0442,0.25,9.59e-05,0.372,0.962,130.01,El Completo Rd,Chimbala,,,,
370,Dulcecitos (feat. Zion & Lennox),['Piso 21'],3UZ8b8lAZiaqqH6ggZqxCR,"['reggaeton', 'pop', 'rap', 'latin']",0.869,0.781,1,-3.082,0,0.178,0.45,0.000163,0.095,0.618,97.957,Piso 21,,,reggaeton,pop,rap
371,Rojo,['J Balvin'],2ysP4eGoInpNLEQjJwW3BD,"['reggaeton', 'rap', 'latin']",0.652,0.595,11,-4.04,1,0.117,0.15,0.000106,0.0836,0.421,172.277,J Balvin,,,reggaeton,rap,latin
372,Stupid Love,['Lady Gaga'],7yBbV2k2S2uhaQc24NF2xt,['pop'],0.68,0.825,8,-4.296,1,0.0702,0.00173,0.000122,0.27,0.784,117.987,Lady Gaga,,,pop,,
373,En otra historia,['Don Patricio'],6qr5QZueNxjHMWPMls8G6l,"['rap', 'urban']",0.529,0.636,1,-6.131,0,0.33,0.581,0.0173,0.155,0.544,92.074,Don Patricio,,,rap,urban,
374,Berlín,"['Juancho Marqués', 'Cruz Cafuné', 'InnerCut']",2U4upbdTGF37jCZyZjJjga,"['hip hop', 'rap', 'urban']",0.772,0.545,11,-8.139,0,0.266,0.125,0.0,0.0835,0.368,90.055,Juancho Marqués,Cruz Cafuné,InnerCut,hip hop,rap,urban
375,algo duele más,"['Natalia Lacunza', 'BRONQUIO']",2v7qpF9B6c8BZvO5RfOW1U,"['eurovision', 'pop', 'latin']",0.536,0.5,7,-7.985,1,0.398,0.173,0.0,0.166,0.423,158.466,Natalia Lacunza,BRONQUIO,,eurovision,pop,latin
376,Ganas de Ti,"['Wisin & Yandel', 'Sech']",4kuQJb8ghj6268fBTtB3bX,"['rap', 'electro', 'reggaeton', 'hip hop', 'latin']",0.81,0.82,11,-3.497,1,0.0698,0.201,0.0,0.13,0.672,92.999,Wisin & Yandel,Sech,,rap,electro,reggaeton
377,Al Santo Equivocado,['Ariadna'],4MpWnVFla5ktrnRoN3WfMn,['latin'],0.537,0.0822,7,-12.248,0,0.0347,0.949,0.0,0.112,0.159,125.831,Ariadna,,,latin,,
378,Dispo,"['Brytiago', 'Jhay Cortez']",4CsCOUmdEG1CD5vgfBq2hv,"['reggaeton', 'hip hop', 'rap', 'latin']",0.786,0.661,11,-6.254,0,0.213,0.272,0.0,0.0852,0.434,180.064,Brytiago,Jhay Cortez,,reggaeton,hip hop,rap
379,No Encuentro Palabras,"['Abraham Mateo', 'Manuel Turizo']",5NJSLryp5WviTmppF33Peg,"['reggaeton', 'pop', 'latin']",0.742,0.694,2,-6.178,1,0.0658,0.152,0.0,0.0979,0.63,93.044,Abraham Mateo,Manuel Turizo,,reggaeton,pop,latin
380,LOCO (feat. Dark Polo Gang),['Kidd Keo'],2re7ZWaA4ooTMyO7QF5g4W,"['rap', 'urban']",0.767,0.457,10,-4.939,0,0.172,0.271,0.00404,0.153,0.21,91.951,Kidd Keo,,,rap,urban,
381,La Difícil,['Bad Bunny'],6NfrH0ANGmgBXyxgV2PeXt,"['reggaeton', 'rap', 'latin']",0.685,0.848,8,-4.561,0,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87,Bad Bunny,,,reggaeton,rap,latin
382,La Santa,"['Bad Bunny', 'Daddy Yankee']",69vlMrzHwATKzupwNcUPyK,"['reggaeton', 'rap', 'latin']",0.744,0.868,1,-4.524,1,0.047,0.0326,0.0,0.0822,0.586,93.037,Bad Bunny,Daddy Yankee,,reggaeton,rap,latin
383,Si Veo a Tu Mamá,['Bad Bunny'],41wtwzCZkXwpnakmwJ239F,"['reggaeton', 'rap', 'latin']",0.9,0.603,2,-5.313,1,0.0646,0.402,4.81e-06,0.134,0.824,129.928,Bad Bunny,,,reggaeton,rap,latin
384,Pero Ya No,['Bad Bunny'],75pQqzwgCjUOSSy5CpmAjy,"['reggaeton', 'rap', 'latin']",0.882,0.612,4,-6.103,1,0.118,0.0475,5.07e-06,0.182,0.742,147.982,Bad Bunny,,,reggaeton,rap,latin
385,Está Cabrón Ser Yo,"['Bad Bunny', 'Anuel AA']",4saHEjXw7O1NXJOzBkUKKG,"['reggaeton', 'rap', 'latin']",0.81,0.854,10,-3.999,0,0.254,0.0732,0.0,0.123,0.879,154.083,Bad Bunny,Anuel AA,,reggaeton,rap,latin
386,Yo Perreo Sola,['Bad Bunny'],0SqqAgdovOE24BzxIClpjw,"['reggaeton', 'rap', 'latin']",0.86,0.758,11,-5.16,1,0.0695,0.021,6.54e-05,0.344,0.453,97.014,Bad Bunny,,,reggaeton,rap,latin
387,Bichiyal,"['Bad Bunny', 'Yaviah']",4j4w4CXm6BSr0s25wAWrrX,"['reggaeton', 'rap', 'latin']",0.737,0.766,10,-4.242,0,0.0458,0.31,6.63e-06,0.114,0.662,93.956,Bad Bunny,Yaviah,,reggaeton,rap,latin
388,Que Malo,"['Bad Bunny', 'Ñengo Flow']",53v2u51nq3CxiKUNphRzP1,"['reggaeton', 'rap', 'latin']",0.802,0.787,7,-6.181,0,0.0599,0.0832,0.0,0.153,0.446,94.026,Bad Bunny,Ñengo Flow,,reggaeton,rap,latin
389,Soliá,['Bad Bunny'],7sOfmPd18RWp3FoCzpa7Kw,"['reggaeton', 'rap', 'latin']",0.71,0.81,2,-5.507,1,0.0854,0.117,0.000132,0.154,0.184,92.041,Bad Bunny,,,reggaeton,rap,latin
390,La Zona,['Bad Bunny'],5kqNIqFjijuzvVLhuY9B8j,"['reggaeton', 'rap', 'latin']",0.762,0.801,1,-3.661,0,0.0409,0.2,7.04e-05,0.254,0.81,93.992,Bad Bunny,,,reggaeton,rap,latin
391,<3,['Bad Bunny'],4MZSqgwlE71CWZ6qQ3gkKm,"['reggaeton', 'rap', 'latin']",0.631,0.665,10,-7.589,0,0.229,0.602,1.7e-06,0.152,0.634,80.353,Bad Bunny,,,reggaeton,rap,latin
392,Hablamos Mañana,"['Bad Bunny', 'Duki', 'Pablo Chill-E']",1V8XneTrX6kKeoxYbk4x6h,"['reggaeton', 'rap', 'latin']",0.683,0.677,1,-4.496,1,0.0469,0.0869,0.0,0.0998,0.514,156.019,Bad Bunny,Duki,Pablo Chill-E,reggaeton,rap,latin
393,25/8,['Bad Bunny'],4NqQaovM14WR2hNPMFxgjb,"['reggaeton', 'rap', 'latin']",0.761,0.732,4,-5.469,0,0.0549,0.092,0.0,0.0716,0.542,151.982,Bad Bunny,,,reggaeton,rap,latin
394,Safaera,"['Bad Bunny', 'Jowell & Randy', 'Ñengo Flow']",2DEZmgHKAvm41k4J3R2E9Y,"['reggaeton', 'rap', 'latin']",0.607,0.829,2,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.172,Bad Bunny,Jowell & Randy,Ñengo Flow,reggaeton,rap,latin
395,A Tu Merced,['Bad Bunny'],4r9jkMEnArtWGH2rL2FZl0,"['reggaeton', 'rap', 'latin']",0.86,0.791,0,-4.784,1,0.0568,0.169,0.000106,0.106,0.887,92.023,Bad Bunny,,,reggaeton,rap,latin
396,Puesto Pa' Guerrial,"['Bad Bunny', 'Myke Towers']",5gCg2qMPzKkW4jS4dBKdDs,"['reggaeton', 'rap', 'latin']",0.867,0.686,4,-5.342,1,0.221,0.311,0.0,0.1,0.658,139.968,Bad Bunny,Myke Towers,,reggaeton,rap,latin
397,Una Vez,"['Bad Bunny', 'Mora']",5J7teKIJGtqVypgYI6sqXj,"['reggaeton', 'rap', 'latin']",0.55,0.598,11,-5.402,0,0.0831,0.132,2.58e-06,0.0955,0.543,83.836,Bad Bunny,Mora,,reggaeton,rap,latin
398,P FKN R,"['Bad Bunny', 'Kendo Kaponi', 'Arcangel']",0fgsKar6uBO08vzHXkTjWi,"['reggaeton', 'rap', 'latin']",0.82,0.635,5,-5.749,0,0.0772,0.409,0.0,0.244,0.528,101.024,Bad Bunny,Kendo Kaponi,Arcangel,reggaeton,rap,latin
399,René,['Residente'],6gm12xlADJwiBbHIKBXzGW,['hip hop'],0.486,0.388,0,-9.326,1,0.126,0.435,0.0,0.196,0.467,90.471,Residente,,,hip hop,,
400,Jangueo,"['Alex Rose', 'Rafa Pabön']",1bRpSCFv6P2OUhciByeRYR,"['reggaeton', 'rap', 'latin']",0.861,0.678,8,-4.157,0,0.0536,0.253,2.42e-05,0.106,0.723,103.994,Alex Rose,Rafa Pabön,,reggaeton,rap,latin
401,Mil Tequilas,['Chema Rivas'],3VvyD7SxO6SO3IuCODFAfW,['rap'],0.673,0.772,1,-3.937,1,0.127,0.224,0.0,0.0957,0.287,100.213,Chema Rivas,,,rap,,
402,Genius,['Hugo Cobo'],4jA6LE4GVoNfxqlLccIR9l,"['pop', 'latin']",0.632,0.602,2,-7.511,1,0.0843,0.291,0.0,0.151,0.55,159.016,Hugo Cobo,,,pop,latin,
403,"Genius (feat. Sia, Diplo, and Labrinth)","['Sia', 'LSD']",4xigPf2sigSPmuFH3qCelB,"['australian dance', 'pop']",0.603,0.615,11,-4.931,0,0.165,0.0799,6.72e-05,0.117,0.561,158.657,Sia,LSD,,australian dance,pop,
404,"DANI: Bzrp Music Sessions, Vol. 24","['Bizarrap', 'DANI']",6TNuRFdNazLbbVQTRE8pZg,"['hip hop', 'pop', 'rap']",0.913,0.689,11,-7.74,1,0.349,0.287,0.0,0.104,0.851,129.889,Bizarrap,DANI,,hip hop,pop,rap
405,Roses - Imanbek Remix,['SAINt JHN'],0zLCBJZSiELJf02ucPP9wb,"['rap', 'house']",0.769,0.719,8,-5.472,1,0.0474,0.0143,0.00777,0.359,0.863,121.955,SAINt JHN,,,rap,house,
406,Fantasias - Remix,"['Rauw Alejandro', 'Anuel AA', 'Natti Natasha', 'Farruko', 'Lunay']",0A37XY67wSdGqkGjtfW6aV,"['pop', 'rap']",0.816,0.72,1,-4.454,1,0.0684,0.206,0.0,0.277,0.78,94.004,Rauw Alejandro,Anuel AA,Natti Natasha,pop,rap,
407,London,"['Juancho Marqués', 'Natos y Waor', 'InnerCut']",0w9nGGC4dZnymAuoZBm6AI,"['hip hop', 'rap', 'urban']",0.486,0.618,1,-10.593,0,0.379,0.265,5.72e-06,0.0984,0.105,91.732,Juancho Marqués,Natos y Waor,InnerCut,hip hop,rap,urban
408,Perfume,"['Dalex', 'Justin Quiles', 'Sech']",19VunfeIrl0bx984mJ810c,"['r&b', 'reggaeton', 'rap', 'latin']",0.844,0.866,0,-3.029,1,0.107,0.251,4.88e-05,0.0852,0.818,91.998,Dalex,Justin Quiles,Sech,r&b,reggaeton,rap
409,No Termino,['Morat'],3YjguG5v9vS5o8Cnciy76z,"['pop', 'latin']",0.702,0.749,11,-3.743,1,0.0328,0.0443,0.0,0.0839,0.817,137.98,Morat,,,pop,latin,
410,Oxitocina,"['Chica Sobresalto', 'Maialen']",0KLQQqzwi5SULJDj8ugCap,[],0.457,0.804,11,-4.323,0,0.0709,0.0102,3.29e-05,0.129,0.375,196.035,Chica Sobresalto,Maialen,,,,
411,H.I.E.L.O.,"['Duki', 'Obie Wanshot']",6itjKRbqPMmx9fo4PDlLhm,"['hip hop', 'rap']",0.794,0.567,5,-7.626,1,0.0634,0.286,0.0,0.19,0.482,120.112,Duki,Obie Wanshot,,hip hop,rap,
412,Salté,['Anne Lukin'],3DuTIsyRuImY8EJDeeuMSq,"['pop', 'latin']",0.453,0.132,0,-10.303,1,0.0332,0.957,0.0,0.133,0.263,136.518,Anne Lukin,,,pop,latin,
413,I Love Me,['Demi Lovato'],2IHLaN6wwYKQ3S24NsQqpA,['pop'],0.664,0.561,6,-7.031,1,0.0495,0.00261,0.0,0.0764,0.713,150.093,Demi Lovato,,,pop,,
414,Cuando Quieras,['Rels B'],1QBmYURvVM6Ai7y7yo9Dvx,"['r&b', 'hip hop', 'rap', 'urban']",0.627,0.511,10,-9.281,0,0.49,0.245,0.0,0.0875,0.596,96.994,Rels B,,,r&b,hip hop,rap
415,Como vas?,['Kidd Keo'],3J07YIMTnaBv4p6QerX7hT,"['rap', 'urban']",0.886,0.57,10,-7.841,1,0.175,0.0918,0.0,0.214,0.805,144.017,Kidd Keo,,,rap,urban,
416,La Puerta Violeta,['Rozalén'],42ZASSKlh3UtYCgwZb8lBS,['pop'],0.809,0.712,6,-7.37,0,0.049,0.526,0.0,0.0958,0.895,127.962,Rozalén,,,pop,,
417,El Techo de Mi Habitación,['Kaze'],04wvWMRKKxK9TGG4IPk32d,"['hip hop', 'rap', 'urban']",0.801,0.458,9,-8.806,0,0.0468,0.249,0.0,0.311,0.674,124.989,Kaze,,,hip hop,rap,urban
418,Los Porros No,['El Jincho'],0dj7F7AHOFWrdlCOGxL44G,"['rap', 'urban']",0.867,0.613,11,-12.124,0,0.54,0.139,0.00011,0.0415,0.615,110.984,El Jincho,,,rap,urban,
419,Gentleman,['Cepeda'],7r3CxpC9HuuFQUNXm8YWlY,"['pop', 'latin']",0.606,0.921,7,-3.722,0,0.0327,0.00437,0.0,0.0718,0.77,108.01,Cepeda,,,pop,latin,
420,a otro lado,['Natalia Lacunza'],2oVYnyDY1NA9SmJrxXhyWd,"['eurovision', 'pop', 'latin']",0.741,0.3,7,-10.506,0,0.397,0.463,0.0,0.135,0.427,119.711,Natalia Lacunza,,,eurovision,pop,latin
421,4K,"['El Alfa', 'Darell', 'Noriel']",4xI3U4sDj1TPmO9Iz5TkYp,"['reggaeton', 'latin', 'rap', 'dembow']",0.925,0.9,3,-4.361,0,0.144,0.357,0.00595,0.124,0.804,120.031,El Alfa,Darell,Noriel,reggaeton,latin,rap
422,dile,['Natalia Lacunza'],450ZuJBwt9AiKIGzg8g1CH,"['eurovision', 'pop', 'latin']",0.608,0.335,6,-14.58,0,0.356,0.591,0.000499,0.138,0.509,79.32,Natalia Lacunza,,,eurovision,pop,latin
423,Ojitos,"['Bryant Myers', 'Rauw Alejandro', 'Lyanno']",6mRO59X63upZzN5RVw5wNz,"['reggaeton', 'rap', 'latin']",0.713,0.651,5,-6.032,0,0.121,0.105,1.34e-05,0.0893,0.549,177.972,Bryant Myers,Rauw Alejandro,Lyanno,reggaeton,rap,latin
424,ya te vas,['Natalia Lacunza'],35Sc4rTNlRNSNfI8BPMnTl,"['eurovision', 'pop', 'latin']",0.59,0.306,0,-13.333,1,0.0388,0.719,0.169,0.26,0.106,140.071,Natalia Lacunza,,,eurovision,pop,latin
425,boys,['Natalia Lacunza'],6sJ4N3LmjGWCTzyYGAxdRz,"['eurovision', 'pop', 'latin']",0.793,0.611,0,-7.614,1,0.128,0.284,0.0,0.146,0.514,80.001,Natalia Lacunza,,,eurovision,pop,latin
426,llueve,"['Natalia Lacunza', 'mori']",5NliUthcviXaUsZ2YELGq1,"['eurovision', 'pop', 'latin']",0.46,0.413,0,-10.717,1,0.186,0.776,1.8e-06,0.116,0.128,84.999,Natalia Lacunza,mori,,eurovision,pop,latin
427,Sunday Best,['Surfaces'],1Cv1YLb4q0RzL6pybtaMLo,"['soul', 'pop']",0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022,Surfaces,,,soul,pop,
428,death bed (coffee for your head),"['Powfu', 'beabadoobee']",7eJMfftS33KTjuF7lTsMCx,['rap'],0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026,Powfu,beabadoobee,,rap,,
429,Resistiré,['Duo Dinamico'],2oI6d7XcMz1AMTQhDopV5J,"['cancion melodica', 'cantautor', 'pop']",0.75,0.742,5,-10.184,0,0.027,0.187,0.0,0.0712,0.653,95.872,Duo Dinamico,,,cancion melodica,cantautor,pop
430,Physical (feat. Hwa Sa),['Dua Lipa'],23jEeXRyrjFbfs2Q8tBwdI,['pop'],0.661,0.873,0,-3.333,1,0.0482,0.0288,0.00164,0.136,0.687,146.943,Dua Lipa,,,pop,,
431,"Don Patricio: Bzrp Music Sessions, Vol. 25","['Bizarrap', 'Don Patricio']",3B30FE1ywQwRa5vcg2W1Zg,"['hip hop', 'pop', 'rap']",0.726,0.587,9,-5.954,0,0.297,0.448,1.56e-06,0.0758,0.786,125.528,Bizarrap,Don Patricio,,hip hop,pop,rap
432,Amarillo,['J Balvin'],3wewXEot8Gv37O7GL7wzbc,"['reggaeton', 'rap', 'latin']",0.876,0.85,1,-5.75,0,0.163,0.0118,0.0067,0.111,0.962,122.666,J Balvin,,,reggaeton,rap,latin
433,Azul,['J Balvin'],60BMsBbfqhN1l7Vys7Q6s9,"['reggaeton', 'rap', 'latin']",0.842,0.828,6,-2.495,0,0.0696,0.101,0.00179,0.0579,0.653,94.015,J Balvin,,,reggaeton,rap,latin
434,Gris,['J Balvin'],1syf62zw48zu4FrPwMtDHk,"['reggaeton', 'rap', 'latin']",0.849,0.709,6,-4.717,0,0.0794,0.229,0.0,0.329,0.916,93.06,J Balvin,,,reggaeton,rap,latin
435,Rosa,['J Balvin'],464uJVLmr0fDJGXOnciaDe,"['reggaeton', 'rap', 'latin']",0.651,0.561,9,-5.715,0,0.25,0.25,0.000109,0.435,0.369,175.992,J Balvin,,,reggaeton,rap,latin
436,Negro,['J Balvin'],70KYUNwlCJGgaQMrKSkPws,"['reggaeton', 'rap', 'latin']",0.791,0.907,0,-2.223,1,0.0884,0.0132,0.211,0.245,0.828,164.107,J Balvin,,,reggaeton,rap,latin
437,Verde,"['J Balvin', 'Sky Rompiendo']",3HTbI3yUJQw3fP0Po8qLcD,"['reggaeton', 'rap', 'latin']",0.828,0.738,8,-4.295,0,0.0516,0.0381,0.473,0.0917,0.818,94.995,J Balvin,Sky Rompiendo,,reggaeton,rap,latin
438,Arcoíris,"['J Balvin', 'Mr Eazi']",5zzbORcD0GwLY0wQHP1Xs1,"['reggaeton', 'rap', 'latin']",0.731,0.787,4,-5.26,0,0.0721,0.0853,0.0,0.316,0.393,92.971,J Balvin,Mr Eazi,,reggaeton,rap,latin
439,Rueda - Remix,"['Chimbala', 'Juan Magán', 'Omar Montes', 'PV Aparataje']",3EWxpqOSP0KWgUmRiklqGy,"['pop', 'rap', 'dembow']",0.864,0.925,9,-1.879,1,0.0734,0.256,8.8e-06,0.0648,0.961,130.059,Chimbala,Juan Magán,Omar Montes,pop,rap,dembow
440,In Your Eyes,['The Weeknd'],7szuecWAPwGoV1e5vGu8tl,"['r&b', 'pop']",0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021,The Weeknd,,,r&b,pop,
441,Alone Again,['The Weeknd'],6b5P51m8xx2XA6U7sdNZ5E,"['r&b', 'pop']",0.218,0.652,4,-7.953,0,0.0641,0.033,0.111,0.172,0.0599,65.375,The Weeknd,,,r&b,pop,
442,Scared To Live,['The Weeknd'],4BGZF4oLbTL0pWm7C18pbv,"['r&b', 'pop']",0.504,0.498,0,-8.24,1,0.0499,0.131,0.0,0.0929,0.196,87.221,The Weeknd,,,r&b,pop,
443,Matemáticas,['Dalex'],3rBfD2swVRrL2yoqnTh2Fx,"['r&b', 'reggaeton', 'rap', 'latin']",0.602,0.728,6,-2.869,1,0.237,0.057,0.00111,0.0797,0.513,167.872,Dalex,,,r&b,reggaeton,rap
444,Too Late,['The Weeknd'],2K9Ovn1o2bTGqbsABGC6m3,"['r&b', 'pop']",0.638,0.863,4,-5.221,0,0.132,0.052,5.46e-05,0.685,0.226,120.077,The Weeknd,,,r&b,pop,
445,Hardest To Love,['The Weeknd'],6kWxIqQDsKFYCJGbU4AjCX,"['r&b', 'pop']",0.467,0.608,10,-7.847,1,0.0707,0.0909,8.83e-05,0.125,0.108,80.957,The Weeknd,,,r&b,pop,
446,Heartless,['The Weeknd'],6bnF93Rx87YqUBLSgjiMU8,"['r&b', 'pop']",0.537,0.746,10,-5.507,0,0.15,0.0236,1.01e-06,0.156,0.252,170.062,The Weeknd,,,r&b,pop,
447,Snowchild,['The Weeknd'],3WlbeuhfRSqU7ylK2Ui5U7,"['r&b', 'pop']",0.55,0.611,0,-7.475,1,0.137,0.162,6.88e-05,0.121,0.243,148.062,The Weeknd,,,r&b,pop,
448,Guantanamera,['Guitarricadelafuente'],5QAya5bSSiKlh1h4qeeq38,['pop'],0.512,0.263,9,-10.421,1,0.0855,0.875,0.0,0.11,0.359,98.6,Guitarricadelafuente,,,pop,,
449,Dolerme,['ROSALÍA'],2reL9PAUza4PUtbjqW1fRf,['r&b'],0.545,0.478,8,-7.035,0,0.0559,0.785,0.00278,0.123,0.318,173.746,ROSALÍA,,,r&b,,
450,Supalonely,"['BENEE', 'Gus Dapperton']",4nK5YrxbMGZstTLbvj6Gxw,"['pop', 'alt z']",0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,BENEE,Gus Dapperton,,pop,alt z,
